,Sala,Presidente,Ministros,Integrantes,Fecha2,Ministros2,Abogados,Integrante1,Integrante2,Integrante3,Integrante4,Causa1,Causa2,Causa3,Causa4
12571,CUARTA,  BLANCO,,QUINTANILLA PALLAVICINI ,2018-11-20 00:00:00,,  QUINTANILLA  PALLAVICINI ,QUINTANILLA,PALLAVICINI,,,,,,
12579,CUARTA,  BLANCO,,ETCHEBERRY ABUAUAD ,2018-11-21 00:00:00,,  ETCHEBERRY   ABUAUAD ,ETCHEBERRY,ABUAUAD,,,,,,
12602,CUARTA,,  FUENTES  MUÑOZ   ,FUENTES MUÑOZ  ETCHEBERRY SEOR BARRA ,2018-11-26 00:00:00,,  ETCHEBERRY  SEOR BARRA ,FUENTES,MUÑOZ,,ETCHEBERRY,,,,
12612,CUARTA,  BLANCO,,QUINTANILLA MATUS ,2018-11-27 00:00:00,,  QUINTANILLA  MATUS ,QUINTANILLA,MATUS,,,,,,
12623,CUARTA,  BLANCO,,BARRA,2018-11-28 00:00:00,,   BARRA,BARRA,,,,,,,
12635,CUARTA,,,MA TUS MUNITA ,2018-11-29 00:00:00,,  MA TUS  MUNITA ,MA,TUS,MUNITA,,permiso,,,
12670,CUARTA,  BLANCO,,MATUS ,2018-11-08 00:00:00,,  MATUS  ,MATUS,,,,comisión,,,
12684,CUARTA,  BLANCO,  VIVANCO MINISTRO SUPLENTE:  ,VIVANCO MINISTRO SUPLENTE: QUINTANILLA ,2018-11-07 00:00:00,,  QUINTANILLA ,VIVANCO,MINISTRO,SUPLENTE:,QUINTANILLA,comisión,,,
12699,CUARTA,  BLANCO,  VIVANCO MINISTRO SUPLENTE:  ,VIVANCO MINISTRO SUPLENTE: BARRA DE ,2018-11-06 00:00:00,,  BARRA  DE ,VIVANCO,MINISTRO,SUPLENTE:,BARRA,comisión,,,
12715,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  QUINTANILLA MUNITA ,2018-11-05 00:00:00,,  QUINTANILLA  MUNITA ,CHEVESICH,MUÑOZ,,QUINTANILLA,,,,
12718,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  ETCHEBERRY BARRA ,2018-12-10 00:00:00,,  ETCHEBERRY   BARRA ,CHEVESICH,MUÑOZ,,ETCHEBERRY,,,,
12721,CUARTA,  BLANCO,  CHEVESICH MUÑOZ    ,CHEVESICH MUÑOZ ETCHEBERRY BARRA ,2018-12-11 00:00:00,,  ETCHEBERRY   BARRA ,CHEVESICH,MUÑOZ,ETCHEBERRY,BARRA,,,,
12725,CUARTA,  BLANCO,  CHEVESICH  DAHM  LOS ,CHEVESICH DAHM LOS ETCHEBERRY ,2018-12-12 00:00:00,,  ETCHEBERRY   ,CHEVESICH,DAHM,LOS,ETCHEBERRY,,,,
12730,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ TCHEBERRY SEOR ABUAUAD ,2018-12-13 00:00:00,,   TCHEBERRY  SEOR ABUAUAD ,CHEVESICH,MUÑOZ,TCHEBERRY,SEOR,,,,
12736,CUARTA,  BLANCO,,QUINTANILLA DE LA MAZA ,2018-12-17 00:00:00,,  QUINTANILLA  DE LA MAZA ,QUINTANILLA,DE,LA,MAZA,,,,
12743,CUARTA,  BLANCO,,MATUS DE LA MAZA ,2018-12-18 00:00:00,,  MATUS  DE LA MAZA ,MATUS,DE,LA,MAZA,,,,
12751,CUARTA,  BLANCO,,GAJARDO DE LA MAZA ,2018-12-19 00:00:00,,  GAJARDO   DE LA MAZA ,GAJARDO,DE,LA,MAZA,,,,
12760,CUARTA,  BLANCO,,ETCHEBERRY ABUAUAD ,2018-12-20 00:00:00,,  ETCHEBERRY   ABUAUAD ,ETCHEBERRY,ABUAUAD,,,,,,
12770,CUARTA,  BLANCO,,ETCHEBERRY DE LA ,2018-12-24 00:00:00,,  ETCHEBERRY   DE LA ,ETCHEBERRY,DE,LA,,,,,
12781,CUARTA,  BLANCO,,ETCHEBERRY GAJARDO ,2018-12-26 00:00:00,,  ETCHEBERRY  GAJARDO ,ETCHEBERRY,GAJARDO,,,,,,
12793,CUARTA,  BLANCO,,ABUAUAD DE LA MAZA ,2018-12-27 00:00:00,,  ABUAUAD  DE LA MAZA ,ABUAUAD,DE,LA,MAZA,,,,
12839,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  ETCHEBERRY ABUAUAD ,2018-12-06 00:00:00,,  ETCHEBERRY   ABUAUAD ,CHEVESICH,MUÑOZ,,ETCHEBERRY,,,,
12853,CUARTA,  BLANCO,  CHEVESICH MUÑOZ    ,CHEVESICH MUÑOZ ABUAUAD PALLAVICINI ,2018-12-05 00:00:00,,  ABUAUAD  PALLAVICINI ,CHEVESICH,MUÑOZ,ABUAUAD,PALLAVICINI,,,,
12868,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  MATUS ETCHEBERRY ,2018-12-04 00:00:00,,  MATUS   ETCHEBERRY ,CHEVESICH,MUÑOZ,,MATUS,,,,
12884,CUARTA,  BLANCO,  CHEVESICH  PRADO  LOS ,CHEVESICH PRADO LOS QUINTANILLA ,2018-12-03 00:00:00,,  QUINTANILLA   ,CHEVESICH,PRADO,LOS,QUINTANILLA,permiso,subroga,,
12887,CUARTA,,,,2019-01-10 00:00:00,,  ,,,,,feriado,,,
12891,CUARTA,,,MATUS ,2019-01-14 00:00:00,,  MATUS  ,MATUS,,,,comisión,feriado,,
12895,CUARTA,,,ABUAUAD ,2019-01-15 00:00:00,,  ABUAUAD  ,ABUAUAD,,,,feriado,subroga,,
12900,CUARTA,,,,2019-01-16 00:00:00,,  ,,,,,feriado,,,
12918,CUARTA,,  ARÁNGUIZ  MUÑOZ  LOS ,ARÁNGUIZ MUÑOZ LOS QUINTANILLA ,2019-01-22 00:00:00,,  QUINTANILLA   ,ARÁNGUIZ,MUÑOZ,LOS,QUINTANILLA,feriado,subroga,,
12925,CUARTA,,,,2019-01-23 00:00:00,,  ,,,,,,,,
12933,CUARTA,,,MATUS ,2019-01-24 00:00:00,,  MATUS  ,MATUS,,,,feriado,,,
12949,CUARTA,,,,2019-01-28 00:00:00,,  ,,,,,feriado,,,
12959,CUARTA,,,,2019-01-29 00:00:00,,  ,,,,,feriado,,,
12970,CUARTA,,,,2019-01-30 00:00:00,,  ,,,,,feriado,,,
12982,CUARTA,,,,2019-01-31 00:00:00,,  ,,,,,feriado,,,
12995,CUARTA,,,,2019-01-09 00:00:00,,  ,,,,,feriado,,,
13009,CUARTA,,,,2019-01-08 00:00:00,,  ,,,,,feriado,,,
13024,CUARTA,,,ETCHEBERRY ,2019-01-07 00:00:00,,  ETCHEBERRY   ,ETCHEBERRY,,,,feriado,subroga,,
13054,CUARTA,,,,2019-01-03 00:00:00,,  ,,,,,feriado,,,
13071,CUARTA,,  CHEVESICH MUNOZ MIINISTRO ,CHEVESICH MUNOZ MIINISTRO ,2019-01-02 00:00:00,, ,CHEVESICH,MUNOZ,MIINISTRO,,feriado,,,
13074,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA ,CHEVESICH MUÑOZ SILVA ETCHEBERRY,2019-03-11 00:00:00,,   ETCHEBERRY,CHEVESICH,MUÑOZ,SILVA,ETCHEBERRY,,,,
13077,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA ,CHEVESICH MUÑOZ SILVA ETCHEBERRY,2019-03-12 00:00:00,,   ETCHEBERRY,CHEVESICH,MUÑOZ,SILVA,ETCHEBERRY,,,,
13081,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA ,CHEVESICH MUÑOZ SILVA ETCHEBERRY,2019-03-13 00:00:00,,   ETCHEBERRY,CHEVESICH,MUÑOZ,SILVA,ETCHEBERRY,,,,
13086,CUARTA,  KUNSEMULLER,  BLANCO  MUÑOZ  SILVA .,BLANCO MUÑOZ SILVA . MUNITA,2019-03-14 00:00:00,C.,   MUNITA,BLANCO,MUÑOZ,SILVA,.,comisión,,,
13096,CUARTA,  BLANCO,  MUNOZ  SILVA .   ,MUNOZ SILVA .  ETCHEBERR BARRA ,2019-03-18 00:00:00,,  ETCHEBERR    BARRA ,MUNOZ,SILVA,.,,comisión,,,
13103,CUARTA,  BLANCO,  MUÑOZ  SILVA .   ,MUÑOZ SILVA .  MUNITA BARRA ,2019-03-19 00:00:00,,  MUNITA  BARRA ,MUÑOZ,SILVA,.,,comisión,,,
13111,CUARTA,  BLANCO,  MUÑOZ  SILVA .   ,MUÑOZ SILVA .  BARRA DE LA MAZA ,2019-03-20 00:00:00,,  BARRA  DE LA MAZA ,MUÑOZ,SILVA,.,,comisión,,,
13120,CUARTA,  BLANCO,  DAHM SILVA .   ,DAHM SILVA .  ETCHEBERRY STEÑOR DE LA ,2019-03-21 00:00:00,,  ETCHEBERRY  STEÑOR DE LA ,DAHM,SILVA,.,,comisión,,,
13138,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA ,CHEVESICH MUÑOZ SILVA ETCHEBERRY,2019-03-25 00:00:00,,   ETCHEBERRY,CHEVESICH,MUÑOZ,SILVA,ETCHEBERRY,,,,
13150,CUARTA,  BLANCO,  MUÑOZ  SILVA .   ,MUÑOZ SILVA .  ETCHEBERRY DE LA ,2019-03-26 00:00:00,,  ETCHEBERRY   DE LA ,MUÑOZ,SILVA,.,,comisión,,,
13162,CUARTA,  BLANCO,  MUNOZ  SILVA .   ,MUNOZ SILVA . TCHEBERRY SEEÑOR ABUAUAD ,2019-03-27 00:00:00,,   TCHEBERRY  SEEÑOR ABUAUAD ,MUNOZ,SILVA,.,TCHEBERRY,comisión,,,
13175,CUARTA,  BLANCO,,BARRA DE LA MAZA ,2019-03-28 00:00:00,,  BARRA  DE LA MAZA ,BARRA,DE,LA,MAZA,subroga,,,
13213,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA ,CHEVESICH MUÑOZ SILVA ETCHEBERRY,2019-03-07 00:00:00,,   ETCHEBERRY,CHEVESICH,MUÑOZ,SILVA,ETCHEBERRY,,,,
13241,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA ,CHEVESICH MUÑOZ SILVA QUINTANILLA ,2019-03-05 00:00:00,,  QUINTANILLA ,CHEVESICH,MUÑOZ,SILVA,QUINTANILLA,,,,
13257,CUARTA,,  MUÑOZ  DAHM   ,MUÑOZ DAHM  QUINTANILLA BARRA ,2019-03-04 00:00:00,,  QUINTANILLA  BARRA ,MUÑOZ,DAHM,,QUINTANILLA,licencia,,,
13277,CUARTA,  BLANCO,  MUÑOZ  SILVA .   ,MUÑOZ SILVA .  QUINTANILLA BARRA ,2019-04-10 00:00:00,,  QUINTANILLA  BARRA ,MUÑOZ,SILVA,.,,comisión,,,
13280,CUARTA,  BLANCO,  MUÑOZ  SILVA .   ,MUÑOZ SILVA .  ABUAUAD PALLAVICINI ,2019-04-11 00:00:00,,  ABUAUAD  PALLAVICINI ,MUÑOZ,SILVA,.,,comisión,,,
13284,CUARTA,  BLANCO,  CHEVESICH  SILVA .  LOS ,CHEVESICH SILVA . LOS ETCHEBERRY BARRA ,2019-04-15 00:00:00,,  ETCHEBERRY  BARRA ,CHEVESICH,SILVA,.,LOS,comisión,,,
13289,CUARTA,,  MUÑOZ  SILVA .   ,MUÑOZ SILVA . TCHEBERRY BARRA ,2019-04-16 00:00:00,,   TCHEBERRY   BARRA ,MUÑOZ,SILVA,.,TCHEBERRY,,,,
13295,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA .,CHEVESICH MUÑOZ SILVA . DE LA MAZA,2019-04-17 00:00:00,C.,   DE LA MAZA,CHEVESICH,MUÑOZ,SILVA,.,,,,
13306,CUARTA,  BLANCO,,QUINTANILLA ,2019-04-22 00:00:00,,  QUINTANILLA   ,QUINTANILLA,,,,,,,
13314,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA ,CHEVESICH MUÑOZ SILVA ETCHEBERRY,2019-04-23 00:00:00,,   ETCHEBERRY,CHEVESICH,MUÑOZ,SILVA,ETCHEBERRY,,,,
13322,CUARTA,  BLANCO,  CHEVESICH  SILVA .  LOS ,CHEVESICH SILVA . LOS ETCHEBERRY DE ,2019-04-24 00:00:00,,  ETCHEBERRY   DE ,CHEVESICH,SILVA,.,LOS,feriado,,,
13332,CUARTA,  BLANCO,  CHEVESICH  PRADO  LOS ,CHEVESICH PRADO LOS ABUAUAD ,2019-04-25 00:00:00,,  ABUAUAD   ,CHEVESICH,PRADO,LOS,ABUAUAD,permiso,feriado,,
13352,CUARTA,  BLANCO,  CHEVESICH  SILVA .  LOS ,CHEVESICH SILVA . LOS QUINTANILLA ,2019-04-29 00:00:00,,  QUINTANILLA   ,CHEVESICH,SILVA,.,LOS,feriado,,,
13364,CUARTA,  BLANCO,  CHEVESICH  SILVA .  LOS ,CHEVESICH SILVA . LOS MUNITA ,2019-04-30 00:00:00,,  MUNITA   ,CHEVESICH,SILVA,.,LOS,feriado,,,
13378,CUARTA,  BLANCO,  MUÑOZ  SILVA .   ,MUÑOZ SILVA .  ETCHEBERRY BARRA ,2019-04-09 00:00:00,,  ETCHEBERRY   BARRA ,MUÑOZ,SILVA,.,,comisión,,,
13392,CUARTA,  FUENTES,  MUÑOZ  SILVA .   ,MUÑOZ SILVA .  ETCHEBERR SEEORR BARRA ,2019-04-08 00:00:00,,  ETCHEBERR   SEEORR BARRA ,MUÑOZ,SILVA,.,,comisión,permiso,,
13420,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA ,CHEVESICH MUÑOZ SILVA ETCHEBERRY,2019-04-04 00:00:00,,   ETCHEBERRY,CHEVESICH,MUÑOZ,SILVA,ETCHEBERRY,,,,
13436,CUARTA,  BLANCO,  MUÑOZ  SILVA .   ,MUÑOZ SILVA .  ABUAUAD DE LA MAZA ,2019-04-03 00:00:00,,  ABUAUAD  DE LA MAZA ,MUÑOZ,SILVA,.,,comisión,,,
13453,CUARTA,  BLANCO,  MUÑOZ  SILVA .   ,MUÑOZ SILVA .  QUINTANILLA » ,2019-04-02 00:00:00,,  QUINTANILLA »   ,MUÑOZ,SILVA,.,,comisión,,,
13471,CUARTA,  BLANCO,,ETCHEBERRY,2019-04-01 00:00:00,,   ETCHEBERRY,ETCHEBERRY,,,,,,,
13474,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA ,CHEVESICH MUÑOZ SILVA ETCHEBERRY,2019-05-13 00:00:00,,   ETCHEBERRY,CHEVESICH,MUÑOZ,SILVA,ETCHEBERRY,,,,
13477,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA .,CHEVESICH MUÑOZ SILVA . DELA MAZA,2019-05-14 00:00:00,C.,   DELA MAZA,CHEVESICH,MUÑOZ,SILVA,.,,,,
13481,CUARTA,  BLANCO,  CHEVESICH SRÑOR SILVA .  LOS ,CHEVESICH SRÑOR SILVA . LOS ETCHEBERRY ,2019-05-15 00:00:00,,  ETCHEBERRY   ,CHEVESICH,SRÑOR,SILVA,.,permiso,,,
13486,CUARTA, A CHEVESICH,  MUÑOZ  SILVA .   ,MUÑOZ SILVA .  ETCHEBERRY BARRA ,2019-05-16 00:00:00,,  ETCHEBERRY   BARRA ,MUÑOZ,SILVA,.,,permiso,,,
13505,CUARTA,  CHEVESICH,  MUÑOZ  SILVA .   ,MUÑOZ SILVA .  GAJARDO DE LA MAZA ,2019-05-23 00:00:00,,  GAJARDO   DE LA MAZA ,MUÑOZ,SILVA,.,,permiso,,,
13517,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA .,CHEVESICH MUÑOZ SILVA . PALLAVICINI,2019-05-28 00:00:00,C.,   PALLAVICINI,CHEVESICH,MUÑOZ,SILVA,.,,,,
13525,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  ETCHEBERRY DE LA ,2019-05-29 00:00:00,,  ETCHEBERRY   DE LA ,CHEVESICH,MUÑOZ,,ETCHEBERRY,subroga,,,
13534,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA .,CHEVESICH MUÑOZ SILVA . MUNITA,2019-05-30 00:00:00,C.,   MUNITA,CHEVESICH,MUÑOZ,SILVA,.,,,,
13553,CUARTA,  BLANCO,  MUÑOZ  SILVA .   ,MUÑOZ SILVA .  ETCHEBERRY DE LA ,2019-05-09 00:00:00,,  ETCHEBERRY   DE LA ,MUÑOZ,SILVA,.,,comisión,,,
13564,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA ,CHEVESICH MUÑOZ SILVA ETCHEBERRY,2019-05-08 00:00:00,,   ETCHEBERRY,CHEVESICH,MUÑOZ,SILVA,ETCHEBERRY,,,,
13576,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA .,CHEVESICH MUÑOZ SILVA . DE LA MAZA,2019-05-07 00:00:00,C.,   DE LA MAZA,CHEVESICH,MUÑOZ,SILVA,.,,,,
13589,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  MUNITA ABUAUAD ,2019-05-06 00:00:00,,  MUNITA  ABUAUAD ,CHEVESICH,MUÑOZ,,MUNITA,,,,
13615,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  QUINTANILLA GAJARDO ,2019-05-02 00:00:00,,  QUINTANILLA   GAJARDO ,CHEVESICH,MUÑOZ,,QUINTANILLA,subroga,,,
13618,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA ,CHEVESICH MUÑOZ SILVA ETCHEBERRY,2019-06-10 00:00:00,,   ETCHEBERRY,CHEVESICH,MUÑOZ,SILVA,ETCHEBERRY,,,,
13621,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  ETCHEBERRY BARRA ,2019-06-11 00:00:00,,  ETCHEBERRY   BARRA ,CHEVESICH,MUÑOZ,,ETCHEBERRY,,,,
13625,CUARTA,  BLANCO,  MUÑOZ  SILVA .   ,MUÑOZ SILVA .  ETCHEBERRY DE LA ,2019-06-12 00:00:00,,  ETCHEBERRY   DE LA ,MUÑOZ,SILVA,.,,comisión,,,
13630,CUARTA,  FUENTES,  BLANCO  CHEVESICH  LOS ,BLANCO CHEVESICH LOS ETCHEBERRY SEOR DE ,2019-06-13 00:00:00,,  ETCHEBERRY  SEOR DE ,BLANCO,CHEVESICH,LOS,ETCHEBERRY,comisión,subroga,,
13640,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  ETCHEBERR BARRA ,2019-06-17 00:00:00,,  ETCHEBERR    BARRA ,CHEVESICH,MUÑOZ,,ETCHEBERR,subroga,,,
13647,CUARTA,,  MUÑOZ  SILVA .   ,MUÑOZ SILVA .  QUINTANILLA “ ,2019-06-18 00:00:00,,  QUINTANILLA “   ,MUÑOZ,SILVA,.,,,,,
13662,CUARTA,  BLANCO,  CHEVESICH MUÑOZ   ,CHEVESICH MUÑOZ  ETCHEBERRY MUNITA ,2019-06-20 00:00:00,,  ETCHEBERRY   MUNITA ,CHEVESICH,MUÑOZ,,ETCHEBERRY,,,,
13685,CUARTA,  BLANCO,  MUÑOZ SEOR SILVA .   ,MUÑOZ SEOR SILVA .  PALLAVICINI DE LA MAZA ,2019-06-25 00:00:00,,  PALLAVICINI  DE LA MAZA ,MUÑOZ,SEOR,SILVA,.,comisión,,,
13694,CUARTA,  BLANCO |,  MUÑOZ  SILVA .   ,MUÑOZ SILVA .  ETCHEBERRY BARRA ,2019-06-26 00:00:00,,  ETCHEBERRY   BARRA ,MUÑOZ,SILVA,.,,comisión,,,
13732,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA .,CHEVESICH MUÑOZ SILVA . DE LA MAZA,2019-06-06 00:00:00,C.,   DE LA MAZA,CHEVESICH,MUÑOZ,SILVA,.,,,,
13744,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA .,CHEVESICH MUÑOZ SILVA . BARRA,2019-06-05 00:00:00,C.,   BARRA,CHEVESICH,MUÑOZ,SILVA,.,,,,
13757,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA ,CHEVESICH MUÑOZ SILVA ETCHEBERRY,2019-06-04 00:00:00,,   ETCHEBERRY,CHEVESICH,MUÑOZ,SILVA,ETCHEBERRY,,,,
13771,CUARTA,  BLANCO,  MUNOZ  PRADO   ,MUNOZ PRADO  QUINTANILLA BARRA ,2019-06-03 00:00:00,,  QUINTANILLA  BARRA ,MUNOZ,PRADO,,QUINTANILLA,comisión,,,
13774,CUARTA,  CISTERNAS,  BLANCO  CHEVESICH  LOS ,BLANCO CHEVESICH LOS QUINTANILLA ,2019-07-10 00:00:00,,  QUINTANILLA  ,BLANCO,CHEVESICH,LOS,QUINTANILLA,feriado,subroga,,
13777,CUARTA,  BLANCO,  CHEVESICH  SILVA .  LOS ,CHEVESICH SILVA . LOS MUNITA BARRA ,2019-07-11 00:00:00,,  MUNITA  BARRA ,CHEVESICH,SILVA,.,LOS,,,,
13783,CUARTA,  BLANCO,  CHEVESICH  SILVA .  LOS ,CHEVESICH SILVA . LOS BARRA DE LA MAZA ,2019-07-15 00:00:00,,  BARRA  DE LA MAZA ,CHEVESICH,SILVA,.,LOS,feriado,,,
13788,CUARTA,  BLANCO,  CHEVESICH  SILVA .  LOS ,CHEVESICH SILVA . LOS MUNITA DE LA MAZA ,2019-07-17 00:00:00,,  MUNITA  DE LA MAZA ,CHEVESICH,SILVA,.,LOS,feriado,,,
13794,CUARTA,  BLANCO,  CHEVESICH  SILVA .  LOS ,CHEVESICH SILVA . LOS MUNITA DE LA MAZA ,2019-07-18 00:00:00,,  MUNITA  DE LA MAZA ,CHEVESICH,SILVA,.,LOS,feriado,,,
13806,CUARTA,  BLANCO,  CHEVESICH  SILVA .  LOS ,CHEVESICH SILVA . LOS QUINTANILLA ,2019-07-22 00:00:00,,  QUINTANILLA  ,CHEVESICH,SILVA,.,LOS,feriado,,,
13814,CUARTA,  BLANCO,  CHEVESICH  SILVA .  LOS ,CHEVESICH SILVA . LOS QUINTANILLA ,2019-07-23 00:00:00,,  QUINTANILLA   ,CHEVESICH,SILVA,.,LOS,feriado,,,
13823,CUARTA,  BLANCO,  CHEVESICH  SILVA .  LOS ,CHEVESICH SILVA . LOS ETCHEBERRY DE ,2019-07-25 00:00:00,,  ETCHEBERRY   DE ,CHEVESICH,SILVA,.,LOS,feriado,,,
13841,CUARTA, A MUNOZ,  PRADO SILVA .   ,PRADO SILVA .  ABUAUAD BARRA ,2019-07-30 00:00:00,,  ABUAUAD  BARRA ,PRADO,SILVA,.,,permiso,,,
13864,CUARTA,  BLANCO,  CHEVESICH  SILVA .  LOS ,CHEVESICH SILVA . LOS QUINTANILLA ,2019-07-31 00:00:00,,  QUINTANILLA   ,CHEVESICH,SILVA,.,LOS,,,,
13877,CUARTA,  BLANCO,  CHEVESICH  SILVA .  LOS ,CHEVESICH SILVA . LOS ETCHEBERRY ,2019-07-08 00:00:00,,  ETCHEBERRY   ,CHEVESICH,SILVA,.,LOS,,,,
13904,CUARTA,  BLANCO,  MUNÑOZ  SILVA .   ,MUNÑOZ SILVA .  ETCHEBERRY ABUAUAD ,2019-07-04 00:00:00,,  ETCHEBERRY   ABUAUAD ,MUNÑOZ,SILVA,.,,,,,
13919,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA .,CHEVESICH MUÑOZ SILVA . LA,2019-07-03 00:00:00,C.,    LA,CHEVESICH,MUÑOZ,SILVA,.,,,,
13935,CUARTA,  BLANCO,  CHEVESICH MUÑOZ  SILVA .,CHEVESICH MUÑOZ SILVA . DE LA MAZA,2019-07-02 00:00:00,C.,   DE LA MAZA,CHEVESICH,MUÑOZ,SILVA,.,,,,
13952,CUARTA,  BLANCO,  MUÑOZ  SILVA .   ,MUÑOZ SILVA .  LAGOS BARRA ,2019-07-01 00:00:00,,  LAGOS  BARRA ,MUÑOZ,SILVA,.,LAGOS,permiso,,,
13955,CUARTA, A EGNEM,  CHEVESICH  MUÑOZ  SILVA ,CHEVESICH MUÑOZ SILVA ,2019-08-12 00:00:00,, ,CHEVESICH,MUÑOZ,SILVA,,feriado,,,
13959,CUARTA, A CHEVESICHL,  MUÑOZ  SILVA .   ,MUÑOZ SILVA .  LAGOS BARRA ,2019-08-13 00:00:00,,  LAGOS  BARRA ,MUÑOZ,SILVA,.,LAGOS,feriado,,,
13962,CUARTA, A EGNEM,  FUENTES  CHEVESICH  ,FUENTES CHEVESICH ,2019-08-14 00:00:00,, ,FUENTES,CHEVESICH,,,feriado,subroga,,
13970,CUARTA, A CHEVESICH,  MUÑOZ  SILVA . MINISTRO SUPLENTE:  GONZÁLEZ,MUÑOZ SILVA . MINISTRO SUPLENTE: GONZÁLEZ ,2019-08-19 00:00:00,SUPLENTE: SEÑOR GONZÁLEZ, ,MUÑOZ,SILVA,.,MINISTRO,feriado,,,
13976,CUARTA, A CHEVESICHEL,  MUÑOZ  SILVA . MINISTRO SUPLENTE:  GONZÁLEZ,MUÑOZ SILVA . MINISTRO SUPLENTE: GONZÁLEZ ,2019-08-20 00:00:00,SUPLENTE: SEÑOR GONZÁLEZ, ,MUÑOZ,SILVA,.,MINISTRO,feriado,,,
13983,CUARTA, A CHEVESICHI,  MUÑOZ  SILVA . MINISTRO SUPLENTE:  GONZALEZ,MUÑOZ SILVA . MINISTRO SUPLENTE: GONZALEZ ,2019-08-21 00:00:00,SUPLENTE: SEÑOR GONZALEZ, ,MUÑOZ,SILVA,.,MINISTRO,feriado,,,
13991,CUARTA, A CHEVESICHI,  MUÑOZ  SILVA . MINISTRO ,MUÑOZ SILVA . MINISTRO ,2019-08-22 00:00:00,, ,MUÑOZ,SILVA,.,MINISTRO,feriado,,,
14000,CUARTA, A CHEVESICHI,  MUÑOZ SEÑÑOR SILVA . MINISTRO ,MUÑOZ SEÑÑOR SILVA . MINISTRO ,2019-08-23 00:00:00,, ,MUÑOZ,SEÑÑOR,SILVA,.,feriado,,,
14010,CUARTA, A CHEVESICH,  MUÑOZ  SILVA . MINISTRO ,MUÑOZ SILVA . MINISTRO ,2019-08-26 00:00:00,, ,MUÑOZ,SILVA,.,MINISTRO,feriado,,,
14021,CUARTA, A CHEVESICH,  MUÑOZ  SILVA .  ,MUÑOZ SILVA . ,2019-08-27 00:00:00,, ,MUÑOZ,SILVA,.,,,,,
14033,CUARTA, A CHEVESICH,  SILVA .  REPETTO  MINISTRO ,SILVA . REPETTO MINISTRO ,2019-08-28 00:00:00,, ,SILVA,.,REPETTO,MINISTRO,comisión,feriado,,
14046,CUARTA, A CHEVESICH,  SILVA . RA REPETTO  MINISTRO SUPLENTE:  GONZALEZ,SILVA . RA REPETTO MINISTRO SUPLENTE: GONZALEZ ,2019-08-29 00:00:00,SUPLENTE: SEÑOR GONZALEZ, ,SILVA,.,RA,REPETTO,comisión,feriado,,
14072,CUARTA, A CHEVESICH,  MUÑOZ  SILVA .  MINISTRO SUPLENTE:  GONZÁLEZ,MUÑOZ SILVA . MINISTRO SUPLENTE: GONZÁLEZ ,2019-08-08 00:00:00,SUPLENTE: SEÑOR GONZÁLEZ, ,MUÑOZ,SILVA,.,MINISTRO,feriado,,,
14088,CUARTA, A CHEVESICH,  MUÑOZ  SILVA .  MINISTRO SUPLENTE:  GONZÁLEZ,MUÑOZ SILVA . MINISTRO SUPLENTE: GONZÁLEZ ,2019-08-07 00:00:00,SUPLENTE: SEÑOR GONZÁLEZ, ,MUÑOZ,SILVA,.,MINISTRO,feriado,,,
