,Sala,Fecha2,Presidente,Integrante1,Integrante2,Integrante3,Integrante4
8355,TERCERA,2020-03-12,MU,A,AVIVANCO,LLANOS,AETCHEBERRY
8361,TERCERA,2020-03-13,MU,A,AVIVANCO,LLANOS,LAGOS
8366,TERCERA,2020-03-16,MU,A,AVIVANCO,LLANOS,PALLAVICINI
8372,TERCERA,2020-03-17,MU,ASANDOVAL,AVIVANCO,LLANOS,PALLAVICINI
8383,TERCERA,2020-03-18,MU,ASANDOVAL,AVIVANCO,LLANOS,PALLAVICINI
8393,TERCERA,2020-03-19,MU,ASANDOVAL,AVIVANCO,LLANOS,PALLAVICINI
8403,TERCERA,2020-03-23,MU,ASANDOVAL,AVIVANCO,LLANOS,PALLAVICINI
8414,TERCERA,2020-03-24,MU,ASANDOVAL,AVIVANCO,LLANOS,PIERRY
8425,TERCERA,2020-03-25,MU,ASANDOVAL,AVIVANCO,LLANOS,LAGOS
8438,TERCERA,2020-03-26,MU,ASANDOVAL,AVIVANCO,LLANOS,PALLAVICINI
8452,TERCERA,2020-03-27,MU,ASANDOVAL,AVIVANCO,LLANOS,PIERRY
8466,TERCERA,2020-03-30,MU,ASANDOVAL,AVIVANCO,LLANOS,LAGOS
8481,TERCERA,2020-03-09,MU,A,A,LLANOS,QUINTANILLA
8498,TERCERA,2020-03-06,MU,A,A,LLANOS,PALLAVICINI.
8516,TERCERA,2020-03-05,MU,A,A,LLANOS,PALLAVICINI.
8534,TERCERA,2020-03-04,MU,A,A,LLANOS,PIERRY.
8574,TERCERA,2020-03-02,MU,A,A,LLANOS,MU
8578,TERCERA,2020-04-13,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,LAGOS
8581,TERCERA,2020-04-14,MU,ASANDOVAL,AVIVANCO,PIERRY,PALAVICINI
8585,TERCERA,2020-04-15,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,LAGOS
8589,TERCERA,2020-04-16,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
8595,TERCERA,2020-04-17,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,LAGOS
8602,TERCERA,2020-04-20,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,LAGOS
8610,TERCERA,2020-04-21,MU,ASANDOVAL,LLANOS,PIERRY,PALAVICINI
8619,TERCERA,2020-04-22,MU,ASANDOVAL,DAHM,AVIVANCO,LLANOS
8629,TERCERA,2020-04-23,MU,ASANDOVAL,DAHM,AVIVANCO,LLANOS
8639,TERCERA,2020-04-24,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PALLAVICINI
8648,TERCERA,2020-04-27,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,MUNITA
8660,TERCERA,2020-04-28,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
8673,TERCERA,2020-04-29,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PIERRY
8689,TERCERA,2020-04-09,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,LAGOS
8705,TERCERA,2020-04-08,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,LAGOS
8723,TERCERA,2020-04-07,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PIERRY
8741,TERCERA,2020-04-03,MU,ASANDOVAL,AVIVANCO,LAGOS,MUNITA
8759,TERCERA,2020-04-02,MU,ASANDOVAL,AVIVANCO,LAGOS,PIERRY
8776,TERCERA,2020-04-01,MU,ASANDOVAL,AVIVANCO,LAGOS,MUNITA
8780,TERCERA,2020-05-11,MU,ASANDOVAL,AVIVANCO,AETCHEBERRY,PIERRY
8782,TERCERA,2020-05-12,MU,ASANDOVAL,AVIVANCO,ABUAUAD,AGAJARDO
8785,TERCERA,2020-05-13,MU,ASANDOVAL,DAHM,AVIVANCO,LAGOS
8790,TERCERA,2020-05-14,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,LAGOS
8796,TERCERA,2020-05-15,MU,ASANDOVAL,AVIVANCO,LAGOS,PALLAVICINI
8803,TERCERA,2020-05-18,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PALLAVICINI
8810,TERCERA,2020-05-19,MU,ASANDOVAL,AVIVANCO,ABUAUAD,PALLAVICINI
8817,TERCERA,2020-05-20,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,MUNITA
8827,TERCERA,2020-05-22,MU,ASANDOVAL,LLANOS,QUINTANILLA,PIERRY
8836,TERCERA,2020-05-25,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PALLAVICINI
8851,TERCERA,2020-05-26,MU,ASANDOVAL,AVIVANCO,MUNITA,PIERRY
8863,TERCERA,2020-05-27,MU,ASANDOVAL,AVIVANCO,GOMEZ,ABUAUAD
8875,TERCERA,2020-05-28,MU,ASANDOVAL,AVIVANCO,LAGOS,PALLAVICINI
8889,TERCERA,2020-05-29,MU,ASANDOVAL,AVIVANCO,LAGOS,AGAJARDO
8905,TERCERA,2020-05-08,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,ABUAUAD
8921,TERCERA,2020-05-07,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PALLAVICINI
8939,TERCERA,2020-05-06,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PIERRY
8959,TERCERA,2020-05-05,MU,ASANDOVAL,AVIVANCO,LAGOS,PALLAVICINI
8979,TERCERA,2020-05-04,MU,ASANDOVAL,AVIVANCO,LAGOS,PIERRY
8983,TERCERA,2020-06-10,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
8987,TERCERA,2020-06-11,MU,ASANDOVAL,AVIVANCO,LLANOS,PALLAVICINI
8991,TERCERA,2020-06-12,MU,ASANDOVAL,AVIVANCO,ABUAUAD,PIERRY
8996,TERCERA,2020-06-15,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
9002,TERCERA,2020-06-16,MU,ASANDOVAL,AVIVANCO,LAGOS,MUNITA
9009,TERCERA,2020-06-17,MU,ASANDOVAL,DAHM,AVIVANCO,PIERRY
9017,TERCERA,2020-06-18,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
9026,TERCERA,2020-06-19,MU,ASANDOVAL,AVIVANCO,LAGOS,MUNITA
9047,TERCERA,2020-06-23,MU,ASANDOVAL,AVIVANCO,LAGOS,PIERRY
9058,TERCERA,2020-06-24,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PIERRY
9069,TERCERA,2020-06-25,MU,ASANDOVAL,AVIVANCO,PIERRY,PALAVICINI
9082,TERCERA,2020-06-26,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PALLAVICINI
9096,TERCERA,2020-06-30,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
9112,TERCERA,2020-06-09,ASANDOVAL,DAHM,AVIVANCO,QUINTANILLA,PALLAVICINI
9125,TERCERA,2020-06-08,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PIERRY
9142,TERCERA,2020-06-05,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
9165,TERCERA,2020-06-04,MU,ASANDOVAL,AVIVANCO,LAGOS,PALLAVICINI
9184,TERCERA,2020-06-03,MU,ASANDOVAL,AVIVANCO,LAGOS,PALLAVICINI
9205,TERCERA,2020-06-02,MU,ASANDOVAL,AVIVANCO,LAGOS,PIERRY
9228,TERCERA,2020-06-01,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,ALAGOS
9231,TERCERA,2020-07-10,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,LAGOS
9234,TERCERA,2020-07-13,ASANDOVAL,AVIVANCO,ZEPEDA,MUNITA,PIERRY
9238,TERCERA,2020-07-14,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,ABUAUAD
9243,TERCERA,2020-07-15,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
9249,TERCERA,2020-07-17,MU,ASANDOVAL,ZEPEDA,PIERRY,PALLAVICINI
9257,TERCERA,2020-07-20,MU,ASANDOVAL,AREPETTO,QUINTANILLA,PALLAVICINI
9265,TERCERA,2020-07-21,MU,ASANDOVAL,LLANOS,QUINTANILLA,PIERRY
9275,TERCERA,2020-07-22,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PALLAVICINI
9286,TERCERA,2020-07-23,MU,ASANDOVAL,AVIVANCO,LLANOS,ZEPEDA
9296,TERCERA,2020-07-24,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PALLAVICINI
9306,TERCERA,2020-07-27,ASANDOVAL,AVIVANCO,ZEPEDA,QUINTANILLA,PIERRY
9319,TERCERA,2020-07-28,MU,ASANDOVAL,AVIVANCO,LLANOS,ZEPEDA
9334,TERCERA,2020-07-29,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PALLAVICINI
9349,TERCERA,2020-07-30,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PIERRY
9367,TERCERA,2020-07-31,MU,ASANDOVAL,AVIVANCO,LLANOS,ZEPEDA
9386,TERCERA,2020-07-09,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PIERRY
9405,TERCERA,2020-07-08,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PIERRY
9425,TERCERA,2020-07-07,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PALLAVICINI
9443,TERCERA,2020-07-06,MU,ASANDOVAL,AVIVANCO,LAGOS,PIERRY
9462,TERCERA,2020-07-03,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PALLAVICINI
9484,TERCERA,2020-07-02,AVIVANCO,AREPETTO,ZEPEDA,QUINTANILLA,PALLAVICINI
9507,TERCERA,2020-07-01,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PIERRY
9510,TERCERA,2020-08-10,MU,ASANDOVAL,AVIVANCO,LLANOS,QUINTANILLA
9513,TERCERA,2020-08-11,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,LAGOS
9517,TERCERA,2020-08-12,MU,ASANDOVAL,AVIVANCO,MUNITA,PALLAVICINI
9523,TERCERA,2020-08-13,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PIERRY
9529,TERCERA,2020-08-14,MU,ASANDOVAL,AVIVANCO,ZEPEDA,PIERRY
9536,TERCERA,2020-08-17,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,MUNITA
9553,TERCERA,2020-08-19,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
9563,TERCERA,2020-08-20,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
9574,TERCERA,2020-08-21,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
9587,TERCERA,2020-08-24,MU,ASANDOVAL,AVIVANCO,LLANOS,QUINTANILLA
9600,TERCERA,2020-08-25,MU,ASANDOVAL,ZEPEDA,LAGOS,PIERRY
9614,TERCERA,2020-08-26,ASANDOVAL,AVIVANCO,LLANOS,QUINTANILLA,PIERRY
9631,TERCERA,2020-08-27,ASANDOVAL,AVIVANCO,AREPETTO,QUINTANILLA,PALLAVICINI
9648,TERCERA,2020-08-28,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PIERRY
9665,TERCERA,2020-08-31,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,MUNITA
9683,TERCERA,2020-08-07,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PIERRY
9703,TERCERA,2020-08-06,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PIERRY
9723,TERCERA,2020-08-05,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PALLAVICINI
9742,TERCERA,2020-08-04,MU,ASANDOVAL,AVIVANCO,LAGOS,PIERRY
9764,TERCERA,2020-08-03,ASANDOVAL,AVIVANCO,ZEPEDA,QUINTANILLA,LAGOS
9768,TERCERA,2020-09-10,MU,AVIVANCO,AREPETTO,QUINTANILLA,ABUAUAD
9769,TERCERA,2020-09-11,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,LAGOS
9773,TERCERA,2020-09-14,MU,ASANDOVAL,AVIVANCO,MUNITA,BARRA
9777,TERCERA,2020-09-15,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,LAGOS
9783,TERCERA,2020-09-16,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PALLAVICINI
9788,TERCERA,2020-09-17,MU,ASANDOVAL,AREPETTO,QUINTANILLA,LAGOS
9795,TERCERA,2020-09-21,MU,ASANDOVAL,AVIVANCO,AETCHEBERRY,MUNITA
9803,TERCERA,2020-09-22,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,LAGOS
9817,TERCERA,2020-09-23,ASANDOVAL,DAHM,AVIVANCO,QUINTANILLA,PIERRY
9823,TERCERA,2020-09-24,MU,ASANDOVAL,AVIVANCO,LAGOS,PIERRY
9835,TERCERA,2020-09-25,MU,ASANDOVAL,ALLANOS,QUINTANILLA,PALLAVICINI
9846,TERCERA,2020-09-28,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
9856,TERCERA,2020-09-29,SILVA,AREPETTO,ALLANOS,LAGOS,PIERRY
9872,TERCERA,2020-09-30,ASANDOVAL.,AVIVANCO,BIEL,QUINTANILLA,PIERRY
9886,TERCERA,2020-09-09,ASANDOVAL,PRADO,AVIVANCO,MUNITA,PALLAVICINI
9899,TERCERA,2020-09-08,MU,ASANDOVAL,PRADO,AREPETTO,LLANOS
9915,TERCERA,2020-09-07,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
9934,TERCERA,2020-09-04,MU,ASANDOVAL,AVIVANCO,LAGOS,PIERRY
9968,TERCERA,2020-09-03,MU,ASANDOVAL,AVIVANCO,LAGOS,PIERRY
9970,TERCERA,2020-09-02,MU,ASANDOVAL,AVIVANCO,LAGOS,PALLAVICINI
9990,TERCERA,2020-09-01,MU,PRADO,AVIVANCO,LAGOS,MUNITA
9993,TERCERA,2020-10-13,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,APALLAVICINI
9996,TERCERA,2020-10-14,MU,ASANDOVAL,AVIVANCO,MUNITA,APALLAVICINI
10000,TERCERA,2020-10-16,MU,ASANDOVAL,AVIVANCO,ARAVANALES,PIERRY
10001,TERCERA,2020-10-15,MU,ASANDOVAL,AVIVANCO,ARAVANALES,PIERRY
10009,TERCERA,2020-10-19,MU,ASANDOVAL,AVIVANCO,ARAVANALES,QUINTANILLA
10016,TERCERA,2020-10-20,MU,ASANDOVAL,AVIVANCO,ARAVANALES,LAGOS
10023,TERCERA,2020-10-21,AREPETTO,ARAVANALES,BIEL,QUINTANILLA,LAGOS
10032,TERCERA,2020-10-22,MU,ASANDOVAL,AVIVANCO,ARAVANALES,PIERRY
10040,TERCERA,2020-10-23,MU,ASANDOVAL,AVIVANCO,ARAVANALES,QUINTANILLA
10052,TERCERA,2020-10-27,MU,ASANDOVAL,AVIVANCO,ARAVANALES,QUINTANILLA
10089,TERCERA,2020-10-29,MU,ASANDOVAL,AVIVANCO,ARAVANALES,PALLAVICINI
10103,TERCERA,2020-10-28,MU,ASANDOVAL,ARAVANALES,QUINTANILLA,PIERRY
10105,TERCERA,2020-10-30,MU,ASANDOVAL,AVIVANCO,ARAVANALES,QUINTANILLA
10119,TERCERA,2020-10-09,MU,ASANDOVAL,AREPETTO,LAGOS,AETCHEBERRY
10134,TERCERA,2020-10-08,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
10149,TERCERA,2020-10-07,MU,ASANDOVAL,AVIVANCO,LAGOS,PALLAVICINI
10169,TERCERA,2020-10-06,MU,ASANDOVAL,AVIVANCO,LAGOS,MUNITA
10189,TERCERA,2020-10-05,MU,ASANDOVAL,AVIVANCO,LAGOS,PIERRY
10205,TERCERA,2020-10-02,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PIERRY
10226,TERCERA,2020-10-01,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
10229,TERCERA,2020-11-10,MU,AVIVANCO,ARAVANALES,BIEL,LAGOS
10236,TERCERA,2020-11-12,MU,ASANDOVAL,ARAVANALES,QUINTANILLA,PALLAVICINI
10241,TERCERA,2020-11-13,MU,ASANDOVAL,ARAVANALES,QUINTANILLA,PIERRY
10246,TERCERA,2020-11-16,ASANDOVAL,AVIVANCO,ARAVANALES,QUINTANILLA,PALLAVICINI
10253,TERCERA,2020-11-17,MU,ASANDOVAL,AVIVANCO,ARAVANALES,PIERRY
10261,TERCERA,2020-11-18,MU,ASANDOVAL,AVIVANCO,SILVA,QUINTANILLA
10270,TERCERA,2020-11-19,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PIERRY
10280,TERCERA,2020-11-20,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
10290,TERCERA,2020-11-23,MU,ASANDOVAL,AVIVANCO,ARAVANALES,ZEPEDA
10301,TERCERA,2020-11-24,MU,ASANDOVAL,AVIVANCO,ARAVANALES,QUINTANILLA
10313,TERCERA,2020-11-25,ASANDOVAL,AVIVANCO,ARAVANALES,PIERRY,PALLAVICINI
10327,TERCERA,2020-11-26,ASANDOVAL,AVIVANCO,ARAVANALES,QUINTANILLA,PIERRY
10341,TERCERA,2020-11-27,ASANDOVAL,DAHM,AVIVANCO,QUINTANILLA,LAGOS
10355,TERCERA,2020-11-30,MU,ASANDOVAL,AVIVANCO,ARAVANALES,BIEL
10370,TERCERA,2020-11-09,AVIVANCO,ARAVANALES,BIEL,QUINTANILLA,PALLAVICINI
10388,TERCERA,2020-11-06,ASANDOVAL,AVIVANCO,SILVA,ARAVANALES,PIERRY
10408,TERCERA,2020-11-05,MU,ASANDOVAL,AVIVANCO,ARAVANALES,PIERRY
10429,TERCERA,2020-11-04,MU,ASANDOVAL,AVIVANCO,MUNITA,PALLAVICINI
10451,TERCERA,2020-11-03,MU,ASANDOVAL,AVIVANCO,ARAVANALES,QUINTANILLA
10472,TERCERA,2020-11-02,MU,ASANDOVAL,AVIVANCO,ARAVANALES,PALLAVICINI
10475,TERCERA,2020-12-10,MU,ASANDOVAL,AVIVANCO,AREPETTO,QUINTANILLA
10477,TERCERA,2020-12-11,ASANDOVAL,AVIVANCO,ARAVANALES,QUINTANILLA,LAGOS
10483,TERCERA,2020-12-14,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
10489,TERCERA,2020-12-15,MU,ASANDOVAL,AVIVANCO,ARAVANALES,QUINTANILLA
10496,TERCERA,2020-12-16,MU,ASANDOVAL,AVIVANCO,ARAVANALES,PIERRY
10503,TERCERA,2020-12-17,MU,ASANDOVAL,AVIVANCO,ARAVANALES,PIERRY
10511,TERCERA,2020-12-21,MU,AVIVANCO,MU,SHERTZER,PIERRY
10520,TERCERA,2020-12-22,MU,AVIVANCO,ARAVANALES,BIEL,SHERTZER
10530,TERCERA,2020-12-23,MU,AVIVANCO,SHERTZER,QUINTANILLA,PIERRY
10540,TERCERA,2020-12-24,MU,AVIVANCO,ARAVANALES,SHERTZER,QUINTANILLA
10552,TERCERA,2020-12-28,MU,AVIVANCO,ARAVANALES,SHERTZER,PALLAVICINI
10567,TERCERA,2020-12-29,MU,AVIVANCO,ARAVANALES,BIEL,SHERTZER
10581,TERCERA,2020-12-30,MU,AVIVANCO,ARAVANALES,SHERTZER,QUINTANILLA
10611,TERCERA,2020-12-31,MU,AVIVANCO,ARAVANALES,CARROZA,SHERTZER
10612,TERCERA,2020-12-09,MU,ASANDOVAL,BIEL,QUINTANILLA,PIERRY
10631,TERCERA,2020-12-07,ASANDOVAL,SILVA,ARAVANALES,QUINTANILLA,PIERRY
10649,TERCERA,2020-12-04,ASANDOVAL,AVIVANCO,ARAVANALES,QUINTANILLA,PALLAVICINI
10668,TERCERA,2020-12-03,MU,ASANDOVAL,AVIVANCO,AREPETTO,QUINTANILLA
10689,TERCERA,2020-12-02,MU,AVIVANCO,ARAVANALES,QUINTANILLA,PIERRY
10710,TERCERA,2020-12-01,MU,ASANDOVAL,AVIVANCO,ABUAUAD,PIERRY
10713,TERCERA,2021-01-11,MU,ASANDOVAL,ARAVANALES,CARROZA,PALLAVICINI
10716,TERCERA,2021-01-12,MU,ASANDOVAL,ARAVANALES,CARROZA,PIERRY
10721,TERCERA,2021-01-13,ASANDOVAL,ARAVANALES,CARROZA,LAGOS,PALLAVICINI
10726,TERCERA,2021-01-14,MU,ASANDOVAL,CARROZA,QUINTANILLA,PIERRY
10732,TERCERA,2021-01-15,MU,ASANDOVAL,ARAVANALES,CARROZA,QUINTANILLA
10740,TERCERA,2021-01-18,MU,ASANDOVAL,AVIVANCO,CARROZA,LAGOS
10748,TERCERA,2021-01-19,MU,ASANDOVAL,AVIVANCO,ARAVANALES,QUINTANILLA
10757,TERCERA,2021-01-20,MU,AVIVANCO,ARAVANALES,CARROZA,PALLAVICINI
10768,TERCERA,2021-01-21,MU,ASANDOVAL,AVIVANCO,ARAVANALES,CARROZA
10779,TERCERA,2021-01-22,MU,ASANDOVAL,AVIVANCO,ARAVANALES,CARROZA
10792,TERCERA,2021-01-25,MU,ASANDOVAL,AVIVANCO,ARAVANALES,CARROZA
10805,TERCERA,2021-01-26,MU,ASANDOVAL,AVIVANCO,CARROZA,PIERRY
10819,TERCERA,2021-01-27,MU,ASANDOVAL,AVIVANCO,RAVANALES,PIERRY
10833,TERCERA,2021-01-28,MU,AVIVANCO,ARAVANALES,CARROZA,PIERRY
10849,TERCERA,2021-01-29,ASANDOVAL,AVIVANCO,ARAVANALES,QUINTANILLA,PALLAVICINI
10866,TERCERA,2021-01-08,MU,ASANDOVAL,ARAVANALES,CARROZA,QUINTANILLA
10885,TERCERA,2021-01-07,MU,ASANDOVAL,ARAVANALES,CARROZA,SHERTZER
10916,TERCERA,2021-01-06,ASANDOVAL,ARAVANALES,CARROZA,PIERRY,PALLAVICINI
10918,TERCERA,2021-02-10,MU,AVIVANCO,CARROZA,ZEPEDA,QUINTANILLA
10923,TERCERA,2021-02-11,MU,AVIVANCO,ARAVANALES,CARROZA,QUINTANILLA
10928,TERCERA,2021-02-16,AVIVANCO,CARROZA,AQUEZADA,QUINTANILLA,PALLAVICINI
10933,TERCERA,2021-02-15,AVIVANCO,ARAVANALES,CARROZA,QUEZADA,QUINTANILLA
10935,TERCERA,2021-02-17,AVIVANCO,ARAVANALES,CARROZA,AQUEZADA,PIERRY
10941,TERCERA,2021-02-18,AVIVANCO,MERA,AQUEZADA,LAGOS,PIERRY
10952,TERCERA,2021-02-19,AVIVANCO,ARAVANALES,CARROZA,AQUEZADA,PIERRY
10953,TERCERA,2021-02-22,AVIVANCO,CARROZA,AQUEZADA,QUINTANILLA,PIERRY
10966,TERCERA,2021-02-23,AVIVANCO,ARAVANALES,CARROZA,AQUEZADA,QUINTANILLA
10967,TERCERA,2021-02-24,AVIVANCO,ARAVANALES,CARROZA,AQUEZADA,PALLAVICINI
10977,TERCERA,2021-02-25,AVIVANCO,ARAVANALES,CARROZA,AQUEZADA,QUINTANILLA
10989,TERCERA,2021-02-26,AVIVANCO,ARAVANALES,CARROZA,AQUEZADA,QUINTANILLA
11002,TERCERA,2021-02-09,MU,AVIVANCO,ARAVANALES,CARROZA,PIERRY
11015,TERCERA,2021-02-08,MU,AVIVANCO,ARAVANALES,CARROZA,LAGOS
11032,TERCERA,2021-02-05,MU,AVIVANCO,ARAVANALES,CARROZA,PALLAVICINI
11048,TERCERA,2021-02-04,MU,AVIVANCO,ARAVANALES,QUINTANILLA,LAGOS
11058,TERCERA,2021-02-03,MU,ASANDOVAL,AVIVANCO,ARAVANALES,PIERRY
11078,TERCERA,2021-02-02,MU,ASANDOVAL,AVIVANCO,ARAVANALES,CARROZA
11096,TERCERA,2021-02-01,MU,ASANDOVAL,AVIVANCO,ARAVANALES,CARROZA
11099,TERCERA,2021-03-10,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
11105,TERCERA,2021-03-12,MU,ARAVANALES,CARROZA,ALCALDE,ABENAVIDES
11109,TERCERA,2021-03-11,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
11110,TERCERA,2021-03-15,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
11131,TERCERA,2021-03-18,MU,AVIVANCO,CARROZA,AGAJARDO,ATAVOLARI
11134,TERCERA,2021-03-16,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
11147,TERCERA,2021-03-17,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
11162,TERCERA,2021-03-22,MU,DAHM,AVIVANCO,ARAVANALES,CARROZA
11163,TERCERA,2021-03-23,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
11169,TERCERA,2021-03-24,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
11178,TERCERA,2021-03-19,AVIVANCO,RAVANALES,ALUSIC,ALCALDE,AGUILA
11181,TERCERA,2021-03-25,ARAVANALES,CARROZA,ALUSIC,ALCALDE,AGUILA
11194,TERCERA,2021-03-26,MU,AVIVANCO,CARROZA,HUMERES,ABUAUAD
11234,TERCERA,2021-03-29,MU,AVIVANCO,CARROZA,ALCALDE,AGUILA
11235,TERCERA,2021-03-30,MU,AVIVANCO,CARROZA,MUNITA,AGUILA
11236,TERCERA,2021-03-31,MU,AVIVANCO,ALUSIC,MUNITA,ALCALDE
11250,TERCERA,2021-03-09,MU,AVIVANCO,ARAVANALES,ALCALDE,ABENAVIDES
11270,TERCERA,2021-03-08,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
11288,TERCERA,2021-03-05,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
11305,TERCERA,2021-03-04,MU,AVIVANCO,ARAVANALES,CARROZA,MUNITA
11319,TERCERA,2021-03-03,MU,AVIVANCO,ARAVANALES,CARROZA,MUNITA
11341,TERCERA,2021-03-02,MU,AVIVANCO,ARAVANALES,CARROZA,AGAJARDO
11362,TERCERA,2021-03-01,MU,ARAVANALES,CARROZA,MERA,AGAJARDO
11367,TERCERA,2021-04-12,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
11368,TERCERA,2021-04-13,MU,AVIVANCO,ARAVANALES,CARROZA,MUNITA
11372,TERCERA,2021-04-14,MU,AVIVANCO,ARAVANALES,ALCALDE,AETCHEBERRY
11378,TERCERA,2021-04-15,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
11384,TERCERA,2021-04-16,MU,AVIVANCO,SILVA,AGAJARDO,ABENAVIDES
11392,TERCERA,2021-04-19,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
11398,TERCERA,2021-04-20,MU,AVIVANCO,CARROZA,ACOPPO,ABUAUAD
11416,TERCERA,2021-04-22,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
11427,TERCERA,2021-04-23,AVIVANCO,ARAVANALES,CARROZA,ALCALDE,ABENAVIDES
11439,TERCERA,2021-04-26,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
11452,TERCERA,2021-04-27,MU,AVIVANCO,SILVA,ARAVANALES,CARROZA
11465,TERCERA,2021-04-28,SILVA,AREPETTO,ARAVANALES,MUNITA,ALCALDE
11474,TERCERA,2021-04-29,MU,ARAVANALES,CARROZA,ATAVOLARI,FUENTES
11486,TERCERA,2021-04-30,MU,ARAVANALES,CARROZA,ALCALDE,ABENAVIDES
11498,TERCERA,2021-04-09,MU,AVIVANCO,CARROZA,ATAVOLARI,ABENAVIDES
11515,TERCERA,2021-04-08,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
11533,TERCERA,2021-04-07,AVIVANCO,SILVA,CARROZA,AGAJARDO,ALCALDE
11556,TERCERA,2021-04-06,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
11570,TERCERA,2021-04-05,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
