,Sala,Presidente,Ministros,Integrantes,Fecha2,Ministros2,Abogados,Integrante1,Integrante2,Integrante3,Integrante4,Causa1,Causa2,Causa3,Causa4
13059,TERCERA,  PIERRY,  EGNEM SANDOVAL  VALDERRAMA,EGNEM SANDOVAL VALDERRAMA ,2016-03-08 00:00:00,VALDERRAMA,  ,EGNEM,SANDOVAL,VALDERRAMA,,licencia,,,
13077,TERCERA,  PIERRY,  EGNEM  VALDERRAMA  LOS ,EGNEM VALDERRAMA LOS LAGOS GOMEZ ,2016-03-07 00:00:00,,  LAGOS  GOMEZ ,EGNEM,VALDERRAMA,LOS,LAGOS,licencia,,,
13112,TERCERA,  PIERRY,  EGNEM SANDOVAL RES ,EGNEM SANDOVAL RES ,2016-03-03 00:00:00,, ,EGNEM,SANDOVAL,RES,,,,,
13132,TERCERA,  PIERRY,  SANDOVAL   ARÁNGUIZ  LOS ,SANDOVAL ARÁNGUIZ LOS RODRÍGUEZ GOMEZ ,2016-03-02 00:00:00,,  RODRÍGUEZ  GOMEZ ,SANDOVAL,ARÁNGUIZ,LOS,RODRÍGUEZ,comisión,,,
13154,TERCERA,  PIERRY,  EGNEM SANDOVAL  VALDERRAMA,EGNEM SANDOVAL VALDERRAMA ,2016-04-11 00:00:00,VALDERRAMA,  ,EGNEM,SANDOVAL,VALDERRAMA,,,,,
13157,TERCERA,  PIERRY,  EGNEM SANDOVAL -EES ,EGNEM SANDOVAL -EES ,2016-04-12 00:00:00,, ,EGNEM,SANDOVAL,-EES,,,,,
13161,TERCERA,  PIERR Y,  EGNEM SANDOVAL SEEÑOR ARANGUIZ,EGNEM SANDOVAL SEEÑOR ARANGUIZ ,2016-04-13 00:00:00,ARANGUIZ, ,EGNEM,SANDOVAL,SEEÑOR,ARANGUIZ,,,,
13166,TERCERA,  PIERR Y,  EGNEM SANDOVAL  ,EGNEM SANDOVAL ,2016-04-14 00:00:00,, ,EGNEM,SANDOVAL,,,,,,
13176,TERCERA,  PIERRY,  SANDOVAL  ARANGUIZ  FISCAL JUDICIAL:  ESCOBAR,SANDOVAL ARANGUIZ FISCAL JUDICIAL: ESCOBAR ,2016-04-18 00:00:00,FISCAL JUDICIAL: SEÑOR ESCOBAR, ,SANDOVAL,ARANGUIZ,FISCAL,JUDICIAL:,permiso,,,
13183,TERCERA,  PIERRY,  EGNEM SANDOVAL  ARANGUIZ,EGNEM SANDOVAL ARANGUIZ ,2016-04-19 00:00:00,ARANGUIZ,  ,EGNEM,SANDOVAL,ARANGUIZ,,permiso,,,
13191,TERCERA,  PIERR Y,  EGNEM SANDOVAL  ARANGUIZ,EGNEM SANDOVAL ARANGUIZ PRADO,2016-04-20 00:00:00,ARANGUIZ,   PRADO,EGNEM,SANDOVAL,ARANGUIZ,PRADO,,,,
13200,TERCERA,  PIERR Y,  EGNEM SANDOVAL  ,EGNEM SANDOVAL ,2016-04-21 00:00:00,, ,EGNEM,SANDOVAL,,,,,,
13218,TERCERA,  PIERR Y, = RKUNSEMULLER  EGNEM  ARANGUIZ,= RKUNSEMULLER EGNEM ARANGUIZ ,2016-04-25 00:00:00,SEÑORR ARANGUIZ,  ,=,RKUNSEMULLER,EGNEM,ARANGUIZ,subroga,,,
13229,TERCERA,  PIERR Y |, 8S EGNEM SANDOVAL  ARANGUIZ,8S EGNEM SANDOVAL ARANGUIZ ,2016-04-26 00:00:00,ARANGUIZ,  ,8S,EGNEM,SANDOVAL,ARANGUIZ,subroga,,,
13242,TERCERA,  PIERRY,  EGNEM SANDOVAL  ARANGUIZ,EGNEM SANDOVAL ARANGUIZ ,2016-04-27 00:00:00,ARANGUIZ,  ,EGNEM,SANDOVAL,ARANGUIZ,,,,,
13297,TERCERA,  PIERRY, SS EGNEM SANDOVAL  VALDERRAMA,SS EGNEM SANDOVAL VALDERRAMA MATUS,2016-04-07 00:00:00,VALDERRAMA,   MATUS,SS,EGNEM,SANDOVAL,VALDERRAMA,comisión,,,
13313,TERCERA,  PIERRY,  EGNEM SANDOVAL —  ,EGNEM SANDOVAL — ,2016-04-06 00:00:00,,  ,EGNEM,SANDOVAL,—,,,,,
13330,TERCERA, A EGNEM,  ARANGUIZ VALDERRAMA  LOS ,ARANGUIZ VALDERRAMA LOS ,2016-04-05 00:00:00,, ,ARANGUIZ,VALDERRAMA,LOS,,permiso,,,
13347,TERCERA,  PIERRY,  EGNEM SANDOVAL  ,EGNEM SANDOVAL ,2016-04-04 00:00:00,, ,EGNEM,SANDOVAL,,,,,,
13365,TERCERA,  PIERR Y,  EGNEM SANDOVAL  DAHM  ,EGNEM SANDOVAL DAHM  PRADO,2016-05-10 00:00:00,,   PRADO,EGNEM,SANDOVAL,DAHM,,permiso,subroga,,
13368,TERCERA,  PIERR Y,  BRITO  EGNEM SANDOVAL ,BRITO EGNEM SANDOVAL ,2016-05-11 00:00:00,, ,BRITO,EGNEM,SANDOVAL,,subroga,,,
13372,TERCERA,  PIERRY ,  EGNEM SANDOVAL  ,EGNEM SANDOVAL ,2016-05-12 00:00:00,, ,EGNEM,SANDOVAL,,,,,,
13380,TERCERA,  PIERRY,  EGNEM  ARÁNGUIZ  LOS ,EGNEM ARÁNGUIZ LOS MA TUS LAGOS ,2016-05-16 00:00:00,,  MA TUS  LAGOS ,EGNEM,ARÁNGUIZ,LOS,MA,comisión,,,
13386,. TERCERA,  PIERR Y,  EGNEM  SANDOVAL  ARÁN GUIZ-,EGNEM SANDOVAL ARÁN GUIZ- ,2016-05-17 00:00:00,ARÁN GUIZ-,  ,EGNEM,SANDOVAL,ARÁN,GUIZ-,comisión,,,
13394,TERCERA,  PIERR Y,  EGNEM  SANDOVAL  ,EGNEM SANDOVAL ,2016-05-18 00:00:00,, ,EGNEM,SANDOVAL,,,,,,
13402,TERCERA,  PIERRY,  EGNEM  SANDOVAL  ,EGNEM SANDOVAL  PRADO,2016-05-19 00:00:00,,   PRADO,EGNEM,SANDOVAL,,PRADO,permiso,,,
13419,! TERCERA,  PIERR Y,  EGNEM  SANDOVAL  ,EGNEM SANDOVAL — ,2016-05-23 00:00:00,,  — ,EGNEM,SANDOVAL,—,,subroga,,,
13430,TERCERA,  PIERR Y, SEN0RAS EGNEM  SANDOVAL EES ,SEN0RAS EGNEM SANDOVAL EES ,2016-05-24 00:00:00,, ,SEN0RAS,EGNEM,SANDOVAL,EES,,,,
13441,1 TERCERA,  PIERR Y _,  EGNEM  SANDOVAL  ,EGNEM SANDOVAL ,2016-05-25 00:00:00,, ,EGNEM,SANDOVAL,,,,,,
13453,TERCERA,  PIERR Y,  EGNEM  SANDOVAL EES ,EGNEM SANDOVAL EES ,2016-05-26 00:00:00,, ,EGNEM,SANDOVAL,EES,,,,,
13478,CUARTA,  BLANCO —,  CHEVESICH SEOR CERDA  LOS ,CHEVESICH SEOR CERDA LOS PIZARRO LAGOS ,2016-05-30 00:00:00,,  PIZARRO  LAGOS ,CHEVESICH,SEOR,CERDA,LOS,feriado,,,
13493,TERCERA,,  SANDOVAL  ARÁN GUIZ VALDERRAMA,SANDOVAL ARÁN GUIZ VALDERRAMA ,2016-05-31 00:00:00,VALDERRAMA,  ,SANDOVAL,ARÁN,GUIZ,VALDERRAMA,,,,
13509,TERCERA,  PIERR Y,  SANDOVAL  VALDERRAMA  ,SANDOVAL VALDERRAMA LAGOS GOMEZ ,2016-05-09 00:00:00,,  LAGOS  GOMEZ ,SANDOVAL,VALDERRAMA,LAGOS,GOMEZ,permiso,,,
13541,TERCERA,,  SANDOVAL  VALDE ,SANDOVAL VALDE LAGOS ,2016-05-05 00:00:00,,  LAGOS   ,SANDOVAL,VALDE,LAGOS,,comisión,,,
13558,TERCERA,  MUÑOZ,  PIERRY RAS EGNEM SANDOVAL,PIERRY RAS EGNEM SANDOVAL LAGOS,2016-05-04 00:00:00,SANDOVAL,   LAGOS,PIERRY,RAS,EGNEM,SANDOVAL,comisión,,,
13577,TERCERA,  PIERR Y, —  EGNEM SANDOVAL  ,— EGNEM SANDOVAL ,2016-05-03 00:00:00,, ,—,EGNEM,SANDOVAL,,,,,
13596,TERCERA,  PIERRY ,  EGNEM SANDOVAL EES ,EGNEM SANDOVAL EES ,2016-05-02 00:00:00,, ,EGNEM,SANDOVAL,EES,,,,,
13599,| TERCERA,,  SANDOVAL  VALDERRAMA  ,SANDOVAL VALDERRAMA QUINTANILLA ,2016-06-13 00:00:00,,  QUINTANILLA  ,SANDOVAL,VALDERRAMA,QUINTANILLA,,licencia,feriado,subroga,
13602,TERCERA,,  SANDOVAL  VALDERRAMA  ,SANDOVAL VALDERRAMA QUINTANILLA ,2016-06-14 00:00:00,,  QUINTANILLA  ,SANDOVAL,VALDERRAMA,QUINTANILLA,,licencia,feriado,subroga,
13606,TERCERA,,  SANDOVAL  VALDERRAMA  MINISTRO SUPLENTE:  PFEIFFER,SANDOVAL VALDERRAMA MINISTRO SUPLENTE: PFEIFFER GOMEZ,2016-06-15 00:00:00,EL MINISTRO SUPLENTE: SEÑOR PFEIFFER,   GOMEZ,SANDOVAL,VALDERRAMA,MINISTRO,SUPLENTE:,licencia,feriado,,
13611,TERCERA,,  SANDOVAL  VALDERRAMA  ,SANDOVAL VALDERRAMA RODRIGUEZ ,,,  RODRIGUEZ  ,SANDOVAL,VALDERRAMA,RODRIGUEZ,,licencia,feriado,subroga,
13617,TERCERA,,  SANDOVAL  ARANGUIZ  LOS ,SANDOVAL ARANGUIZ LOS - QUINTANILLA ,2016-06-20 00:00:00,, - QUINTANILLA  ,SANDOVAL,ARANGUIZ,LOS,-,feriado,subroga,,
13624,TERCERA,, RA SANDOVAL  ARÁN GUIZ ,RA SANDOVAL ARÁN GUIZ LAGOS,2016-06-21 00:00:00,,   LAGOS,RA,SANDOVAL,ARÁN,GUIZ,feriado,,,
13632,TERCERA,,  SANDOVAL  ARÁNGUIZ VALDERRAMA,SANDOVAL ARÁNGUIZ VALDERRAMA MATUS,2016-06-22 00:00:00,VALDERRAMA,   MATUS,SANDOVAL,ARÁNGUIZ,VALDERRAMA,MATUS,feriado,subroga,,
13641,TERCERA,,  SANDOVAL  ARÁNGUIZ VALDERRAMA,SANDOVAL ARÁNGUIZ VALDERRAMA LAGOS,2016-06-23 00:00:00,VALDERRAMA,   LAGOS,SANDOVAL,ARÁNGUIZ,VALDERRAMA,LAGOS,feriado,subroga,,
13659,TERCERA,,  SANDOVAL  ARÁNGUIZ ,SANDOVAL ARÁNGUIZ MATUS,2016-06-28 00:00:00,,   MATUS,SANDOVAL,ARÁNGUIZ,MATUS,,permiso,,,
13670,TERCERA,,  SANDOVAL SEOR VALDERRAMA  ,SANDOVAL SEOR VALDERRAMA QUINTANILLA ,2016-06-29 00:00:00,,  QUINTANILLA  ,SANDOVAL,SEOR,VALDERRAMA,QUINTANILLA,permiso,,,
13682,TERCERA,,  SANDOVAL  VALDERRAMA  MINISTRO SUPLENTE:  PFELFFER,SANDOVAL VALDERRAMA MINISTRO SUPLENTE: PFELFFER PRADO,2016-06-30 00:00:00,El MINISTRO SUPLENTE: SEÑOR PFELFFER,   PRADO,SANDOVAL,VALDERRAMA,MINISTRO,SUPLENTE:,permiso,feriado,,
13695,TERCERA,,  SANDOVAL £ FISCAL:  ESCOBAR ,SANDOVAL £ FISCAL: ESCOBAR RODRIGUEZ ,,,  RODRIGUEZ  ,SANDOVAL,£,FISCAL:,ESCOBAR,licencia,feriado,subroga,
13709,TERCERA,,  SANDOVAL  VALDERRAMA  MINISTRO SUPLENTE:  PFEIFFER,SANDOVAL VALDERRAMA MINISTRO SUPLENTE: PFEIFFER QUINTANILLA |,2016-06-08 00:00:00,MINISTRO SUPLENTE: SEÑOR PFEIFFER,   QUINTANILLA |,SANDOVAL,VALDERRAMA,MINISTRO,SUPLENTE:,permiso,feriado,,
13723,TERCERA,,  SANDOVAL SEOR ARANGUIZ  MINISTRO SUPLENTE:  PFEIFFER,SANDOVAL SEOR ARANGUIZ MINISTRO SUPLENTE: PFEIFFER CORREA,2016-06-07 00:00:00,MINISTRO SUPLENTE: SEÑOR PFEIFFER,   CORREA,SANDOVAL,SEOR,ARANGUIZ,MINISTRO,feriado,subroga,,
13739,_ TERCERA,,  * SANDOVAL  ARÁNGUIZ VALDERRAMA,* SANDOVAL ARÁNGUIZ VALDERRAMA PRADO,2016-06-06 00:00:00,VALDERRAMA,   PRADO,*,SANDOVAL,ARÁNGUIZ,VALDERRAMA,feriado,subroga,,
13771,TERCERA,,  SANDOVAL SEEÑORES ARÁN GUIZ DAHM,SANDOVAL SEEÑORES ARÁN GUIZ DAHM QUINTANILLA,2016-06-02 00:00:00,DAHM,   QUINTANILLA,SANDOVAL,SEEÑORES,ARÁN,GUIZ,feriado,subroga,,
13789,TERCERA,,  SANDOVAL  ARÁN GULZ ,SANDOVAL ARÁN GULZ ,2016-06-01 00:00:00,, ,SANDOVAL,ARÁN,GULZ,,feriado,,,
13792,TERCERA,  MUÑOZ,   EGNEM SANDOVAL  ,EGNEM SANDOVAL ,,, ,EGNEM,SANDOVAL,,,feriado,,,
13795,TERCERA,  MUÑOZ,  EGNEM SANDOVAL  LOS ABOCADOS ,EGNEM SANDOVAL LOS ABOCADOS RODRIGUEZ LAGOS ,2016-07-12 00:00:00,,  RODRIGUEZ  LAGOS ,EGNEM,SANDOVAL,LOS,ABOCADOS,permiso,subroga,,
13799,TERCERA,  MUÑOZ,,,2016-07-13 00:00:00,,  ,,,,,permiso,feriado,,
13804,TERCERA,  MUÑOZ “,  EGNEM SANDOVAL  VALDERRAMA,EGNEM SANDOVAL VALDERRAMA PRADO,2016-07-18 00:00:00,VALDERRAMA,   PRADO,EGNEM,SANDOVAL,VALDERRAMA,PRADO,permiso,feriado,,
13810,TERCERA,  MUÑOZ, . SS EGNEM SANDOVAL — SRÑOR ,. SS EGNEM SANDOVAL — SRÑOR ,2016-07-19 00:00:00,, ,.,SS,EGNEM,SANDOVAL,feriado,,,
13817,TERCERA,,  SANDOVAL  VALDERRAMA  ,SANDOVAL VALDERRAMA RODRIGUEZ ,2016-07-20 00:00:00,,  RODRIGUEZ  ,SANDOVAL,VALDERRAMA,RODRIGUEZ,,licencia,comisión,feriado,
13825,TERCERA,,  SANDOVAL  VALDERRAMA  ,SANDOVAL VALDERRAMA MATUS PRADO ,2016-07-21 00:00:00,,  MATUS  PRADO ,SANDOVAL,VALDERRAMA,MATUS,PRADO,licencia,comisión,feriado,
13841,TERCERA,,  SANDOVAL  VALDERRAMA  ,SANDOVAL VALDERRAMA QUINTANILLA ,2016-07-25 00:00:00,,  QUINTANILLA  ,SANDOVAL,VALDERRAMA,QUINTANILLA,,licencia,permiso,feriado,
13850,TERCERA,  JUICA,  EGNEM SANDOVAL   ,EGNEM SANDOVAL  QUINTANILLA PRADO ,2016-07-26 00:00:00,,  QUINTANILLA  PRADO ,EGNEM,SANDOVAL,,QUINTANILLA,licencia,permiso,feriado,subroga
13861,TERCERA,  MUÑOZ,  EGNEM SANDOVAL ,EGNEM SANDOVAL ,2016-07-27 00:00:00,,  ,EGNEM,SANDOVAL,,,licencia,feriado,,
13873,_ … TERCERA,  MUÑOZ, —  — EGNEM — SANDOVAL VALDERRAMA,— — EGNEM — SANDOVAL VALDERRAMA ,2016-07-28 00:00:00,VALDERRAMA,  ,—,—,EGNEM,—,licencia,feriado,,
13910,TERCERA,,  SANDOVAL  VALDERRAMA MINISTRO  SUPLENTE: . PFEIFFER,SANDOVAL VALDERRAMA MINISTRO SUPLENTE: . PFEIFFER RODRIGUEZ,2016-07-07 00:00:00,MINISTRO  SUPLENTE: .SEÑOR PFEIFFER,   RODRIGUEZ,SANDOVAL,VALDERRAMA,MINISTRO,SUPLENTE:,comisión,feriado,,
13924,TERCERA,  MUNOZ,  EGNEM SANDOVAL '  ,EGNEM SANDOVAL '  LAGOS,2016-07-06 00:00:00,,   LAGOS,EGNEM,SANDOVAL,',,feriado,,,
13940,TERCERA,  MUÑOZ,  EGNEM SANDOVAL MUÑOZ  ,EGNEM SANDOVAL MUÑOZ ,2016-07-05 00:00:00,, ,EGNEM,SANDOVAL,MUÑOZ,,feriado,subroga,,
13974,TERCERA,  MUÑOZ, 245EÑORAS EGNEM SANDOVAL  VALDERRAMA,245EÑORAS EGNEM SANDOVAL VALDERRAMA GOMEZ,2016-08-10 00:00:00,VALDERRAMA,   GOMEZ,245EÑORAS,EGNEM,SANDOVAL,VALDERRAMA,licencia,,,
13977,TERCERA,  MUÑOZ, —  EGNEM SANDOVAL  VALDERRAMA,— EGNEM SANDOVAL VALDERRAMA ,2016-08-11 00:00:00,VALDERRAMA,  ,—,EGNEM,SANDOVAL,VALDERRAMA,licencia,,,
13984,TERCERA,  MUÑOZ,  BRITO RA SANDOVAL  ,BRITO RA SANDOVAL ,2016-08-16 00:00:00,, ,BRITO,RA,SANDOVAL,,permiso,,,
13989,TERCERA,  MUÑOZ, 5EÑORAS EGNEM SANDOVAL  VALDERRAMA,5EÑORAS EGNEM SANDOVAL VALDERRAMA ,2016-08-17 00:00:00,VALDERRAMA,  ,5EÑORAS,EGNEM,SANDOVAL,VALDERRAMA,,,,
13995,TERCERA,,  ,RODRIGUEZ CORREA ,2016-08-18 00:00:00,,  RODRIGUEZ  CORREA ,RODRIGUEZ,CORREA,,,comisión,,,
14001,TERCERA,  MUÑOZ,  EGNEM  ARANGUIZ  LOS ,EGNEM ARANGUIZ LOS MA TUS RODRIGUEZ ,2016-08-22 00:00:00,,  MA TUS  RODRIGUEZ ,EGNEM,ARANGUIZ,LOS,MA,comisión,,,
14011,TERCERA,  MUÑOZ,  EGNEM  ÑARANGUIZ  LOS ,EGNEM ÑARANGUIZ LOS RODRIGUEZ GOMEZ ,2016-08-23 00:00:00,,  RODRIGUEZ  GOMEZ ,EGNEM,ÑARANGUIZ,LOS,RODRIGUEZ,comisión,,,
14020,TERCERA,  MUÑOZ,  EGNEM  ARANGUIZ  FISCAL JUDICIAL:  ESCOBAR,EGNEM ARANGUIZ FISCAL JUDICIAL: ESCOBAR ,2016-08-24 00:00:00,JUDICIAL: SEÑOR ESCOBAR,  ,EGNEM,ARANGUIZ,FISCAL,JUDICIAL:,comisión,,,
14030,TERCERA,  MUÑOZ, . EGNEM  ARANGUIZ  LOS ,. EGNEM ARANGUIZ LOS MATUS $$EÑORA ,2016-08-25 00:00:00,,   MATUS  $$EÑORA ,.,EGNEM,ARANGUIZ,LOS,comisión,permiso,,
14052,TERCERA,  MUÑOZ,  ARANGUIZ VALDERRAMA  LOS ,ARANGUIZ VALDERRAMA LOS QUINTANILLA LAGOS ,2016-08-29 00:00:00,,  QUINTANILLA  LAGOS ,ARANGUIZ,VALDERRAMA,LOS,QUINTANILLA,comisión,,,
14064,TERCERA,  MUÑOZ,  EGNEM SANDOVAL SEEÑORES ,EGNEM SANDOVAL SEEÑORES ,2016-08-30 00:00:00,, ,EGNEM,SANDOVAL,SEEÑORES,,,,,
14078,TERCERA, A EGNEM,  SANDOVAL  ARANGUIZ VALDERRAMA,SANDOVAL ARANGUIZ VALDERRAMA ,2016-08-31 00:00:00,VALDERRAMA,  ,SANDOVAL,ARANGUIZ,VALDERRAMA,,,,,
14092,TERCERA,  MUÑOZ,  BRITO  EGNEM SANDOVAL  ,BRITO EGNEM SANDOVAL  LAGOS,2016-08-09 00:00:00,,   LAGOS,BRITO,EGNEM,SANDOVAL,,licencia,subroga,,
14107,TERCERA,  MUÑOZ,  EGNEM SANDOVAL  VALDERRAMA,EGNEM SANDOVAL VALDERRAMA ,2016-08-08 00:00:00,VALDERRAMA,  ,EGNEM,SANDOVAL,VALDERRAMA,,licencia,,,
14136,TERCERA,  MUÑOZ, SS EGNEM SANDOVAL  ,SS EGNEM SANDOVAL ,2016-08-04 00:00:00,, ,SS,EGNEM,SANDOVAL,,,,,
14154,TERCERA,  MUÑOZ,  EGNEM SANDOVAL  ,EGNEM SANDOVAL ,2016-08-03 00:00:00,, ,EGNEM,SANDOVAL,,,,,,
14173,TERCERA,  MUÑOZ v, R2ÑS EGNEM SANDOVAL  ARANGUIZ,R2ÑS EGNEM SANDOVAL ARANGUIZ ,2016-08-02 00:00:00,ARANGUIZ,  ,R2ÑS,EGNEM,SANDOVAL,ARANGUIZ,subroga,,,
14193,TERCERA,  MUÑOZ, AIS EGNEM SSANDOVAL  ARANGUIZ,AIS EGNEM SSANDOVAL ARANGUIZ LAGOS,2016-08-01 00:00:00,ARANGUIZ,   LAGOS,AIS,EGNEM,SSANDOVAL,ARANGUIZ,subroga,,,
14196,TERCERA,,  BRITO  SANDOVAL  ,BRITO SANDOVAL ,2016-09-12 00:00:00,, ,BRITO,SANDOVAL,,,feriado,,,
14199,TERCERA,,  - SANDOVAL  ARANGUIZ VALDERRAMA,- SANDOVAL ARANGUIZ VALDERRAMA ,2016-09-13 00:00:00,VALDERRAMA,  ,-,SANDOVAL,ARANGUIZ,VALDERRAMA,feriado,,,
14203,TERCERA,, | SANDOVAL  ARAN GUIZ VALDERRAMA:,| SANDOVAL ARAN GUIZ VALDERRAMA: PRADO,,VALDERRAMA:,   PRADO,|,SANDOVAL,ARAN,GUIZ,feriado,,,
14208,TERCERA,,  'SANDOVAL  ARANGUIZ ,'SANDOVAL ARANGUIZ ,2016-09-15 00:00:00,,  ,'SANDOVAL,ARANGUIZ,,,feriado,,,
14214,TERCERA,,  EGNEM SANDOVAL  ,EGNEM SANDOVAL ,2016-09-20 00:00:00,, ,EGNEM,SANDOVAL,,,,,,
14221,TERCERA,,  EGNEM  ARANGUIZ  LOS ,EGNEM ARANGUIZ LOS QUINTANILLA ,2016-09-21 00:00:00,,  QUINTANILLA  ,EGNEM,ARANGUIZ,LOS,QUINTANILLA,subroga,,,
14229,TERCERA,  MUÑOZ,  EGNEM SANDOVAL  ,EGNEM SANDOVAL ,2016-09-22 00:00:00,, ,EGNEM,SANDOVAL,,,,,,
14245,TERCERA,  MI'UN OZ, SENORÁS EGNEM SANDOVAL VALDERRAMA,SENORÁS EGNEM SANDOVAL VALDERRAMA PRADO,2016-09-26 00:00:00,VALDERRAMA,   PRADO,SENORÁS,EGNEM,SANDOVAL,VALDERRAMA,comisión,,,
14257,TERCERA,  MUÑOZ,  EGNEM SANDOVAL  1OS ABOGADOS ,EGNEM SANDOVAL 1OS ABOGADOS QUINTANILLA ' ,2016-09-27 00:00:00,,   QUINTANILLA  '  ,EGNEM,SANDOVAL,1OS,ABOGADOS,comisión,subroga,,
14269,TERCERA,  MUÑOZ,  EGNEM  VALDERRAMA  LOS ,EGNEM VALDERRAMA LOS PIZARRO LAGOS ,2016-09-28 00:00:00,,  PIZARRO  LAGOS ,EGNEM,VALDERRAMA,LOS,PIZARRO,comisión,permiso,,
14282,TERCERA,  MUÑOZ,  EGNEM  VALDERRAMA  LOS ,EGNEM VALDERRAMA LOS PIZARRO PRADO ,2016-09-29 00:00:00,,  PIZARRO  PRADO ,EGNEM,VALDERRAMA,LOS,PIZARRO,comisión,permiso,,
14310,TERCERA,,  MUNOZ  DAHM  FICAL JUDICIAL:  ESCOBAR,MUNOZ DAHM FICAL JUDICIAL: ESCOBAR ,2016-09-08 00:00:00,SEÑOR ESCOBAR,  ,MUNOZ,DAHM,FICAL,JUDICIAL:,comisión,permiso,,
14326,TERCERA,,  ARANGUIZ VALDERRAMA  LOS ,ARANGUIZ VALDERRAMA LOS — RODRIGUEZ ,2016-09-07 00:00:00,, —  RODRIGUEZ  ,ARANGUIZ,VALDERRAMA,LOS,—,comisión,permiso,,
14342,TERCERA,,  SANDOVAL SETÑORES ARANGUIZ VALDERRAMA,SANDOVAL SETÑORES ARANGUIZ VALDERRAMA ,,VALDERRAMA,  ,SANDOVAL,SETÑORES,ARANGUIZ,VALDERRAMA,comisión,,,
14359,TERCERA,,  SANDOVAL SEEÑORES ARANGUIZ - VALDERRAMA,SANDOVAL SEEÑORES ARANGUIZ - VALDERRAMA GOMEZ,2016-09-05 00:00:00,- VALDERRAMA,   GOMEZ,SANDOVAL,SEEÑORES,ARANGUIZ,-,comisión,,,
14395,TERCERA, A E GNEM,  SANDOVAL  ARANGUIZ  LOS ,SANDOVAL ARANGUIZ LOS RODRIGUEZ LAGOS ,2016-09-01 00:00:00,,  RODRIGUEZ  LAGOS ,SANDOVAL,ARANGUIZ,LOS,RODRIGUEZ,comisión,subroga,,
14398,TERCERA,  MUÑOZ,  EGNEM SANDOVAL  ARÁNGUIZ,EGNEM SANDOVAL ARÁNGUIZ ,2016-10-11 00:00:00,ARÁNGUIZ,  ,EGNEM,SANDOVAL,ARÁNGUIZ,,subroga,,,
14400,TERCERA,  MUÑOZ, 5EÑORAS EGNEM SANDOVAL SEEÑOR ARÁNGUIZ,5EÑORAS EGNEM SANDOVAL SEEÑOR ARÁNGUIZ FIGUEROA,2016-10-12 00:00:00,ARÁNGUIZ,   FIGUEROA,5EÑORAS,EGNEM,SANDOVAL,SEEÑOR,subroga,,,
14405,TERCERA,  MUÑOZ,  EGNEM SANDOVAL  ARÁNGUIZ,EGNEM SANDOVAL ARÁNGUIZ CORREA,2016-10-13 00:00:00,ARÁNGUIZ,   CORREA,EGNEM,SANDOVAL,ARÁNGUIZ,CORREA,subroga,,,
14410,TERCERA, A EGNEM,  ARÁNGUIZ VALDERRAMA  LOS ,ARÁNGUIZ VALDERRAMA LOS QUINTANILLA MATUS ,2016-10-17 00:00:00,,  QUINTANILLA  MATUS ,ARÁNGUIZ,VALDERRAMA,LOS,QUINTANILLA,comisión,permiso,,
14416,TERCERA,  MUÑOZ,  EGNEM  ARÁN GUIZ VALDERRAMA,EGNEM ARÁN GUIZ VALDERRAMA PRADO,2016-10-18 00:00:00,VALDERRAMA,   PRADO,EGNEM,ARÁN,GUIZ,VALDERRAMA,comisión,,,
14423,TERCERA,  MUÑOZ,  EGNEM  ARÁNGUIZ VALDERRAMA,EGNEM ARÁNGUIZ VALDERRAMA MA TUS,2016-10-19 00:00:00,VALDERRAMA,   MA TUS,EGNEM,ARÁNGUIZ,VALDERRAMA,MA,comisión,,,
14431,TERCERA,  MUÑOZ,  EGNEM  ARÁNGUIZ ,EGNEM ARÁNGUIZ PRADO,2016-10-20 00:00:00,,   PRADO,EGNEM,ARÁNGUIZ,PRADO,,comisión,,,
14448,TERCERA,  MUÑOZ,  EGNEM  FUENTES   ,EGNEM FUENTES  QUINTANILLA MATUS ,2016-10-24 00:00:00,,  QUINTANILLA  MATUS ,EGNEM,FUENTES,,QUINTANILLA,comisión,permiso,,
14458,TERCERA,  MUÑOZ,  EGNEM SANDOVAL   ,EGNEM SANDOVAL  QUINTANILLA LAGOS ,2016-10-25 00:00:00,,  QUINTANILLA  LAGOS ,EGNEM,SANDOVAL,,QUINTANILLA,comisión,permiso,,
14471,TERCERA,  MUÑOZ,  EGNEM SANDOVAL  ARANGUIZ,EGNEM SANDOVAL ARANGUIZ ,2016-10-26 00:00:00,ARANGUIZ,  ,EGNEM,SANDOVAL,ARANGUIZ,,comisión,,,
14483,TERCERA,  MUÑOZ,  EGNEM SANDOVAL   ,EGNEM SANDOVAL  PIZARRO PRADO ,2016-10-27 00:00:00,,  PIZARRO  PRADO ,EGNEM,SANDOVAL,,PIZARRO,comisión,subroga,,
14523,¡ TERCERA, A SANDOVAL,  CHEVESICH  ARANGUIZ ,CHEVESICH ARANGUIZ ,2016-10-05 00:00:00,, ,CHEVESICH,ARANGUIZ,,,comisión,permiso,,
14537,TERCERA,  MUÑOZ,  SANDOVAL  ARANGUIZ VALDERRAMA,SANDOVAL ARANGUIZ VALDERRAMA PRADO,2016-10-04 00:00:00,VALDERRAMA,   PRADO,SANDOVAL,ARANGUIZ,VALDERRAMA,PRADO,comisión,,,
