,Sala,Fecha2,Presidente,Integrante1,Integrante2,Integrante3,Integrante4
3182,PRIMERA,2021-08-02,AMAGGI,PRADO,SILVA,MU,GONZALEZ
3184,PRIMERA,2021-09-10,PRADO,SILVA,BIEL,MU,HUMERES
3185,PRIMERA,2021-09-13,PRADO,BIEL,MU,FUENTES,ABUAUAD
3186,PRIMERA,2021-09-14,PRADO,SILVA,BIEL,RUZ,FUENTES
3188,PRIMERA,2021-09-15,PRADO,SILVA,BIEL,MU,FUENTES
3189,PRIMERA,2021-09-16,SILVA,BIEL,MU,HUMERES,FUENTES
3190,PRIMERA,2021-09-20,PRADO,BIEL,MU,VAZQUEZ,MUNITA
3191,PRIMERA,2021-09-21,PRADO,ARAVANALES,BIEL,MUNITA,FUENTES
3192,PRIMERA,2021-09-22,PRADO,BIEL,VAZQUEZ,MUNITA,HUMERES
3193,PRIMERA,2021-09-23,PRADO,BIEL,VAZQUEZ,MUNITA,FUENTES
3194,PRIMERA,2021-09-24,PRADO,BIEL,VAZQUEZ,ACOPPO,FUENTES
3195,PRIMERA,2021-09-27,AMU,LLANOS,BIEL,HUMERES,FUENTES
3196,PRIMERA,2021-09-28,AEGNEM,PRADO,BIEL,AGAJARDO,FUENTES
3197,PRIMERA,2021-09-29,AEGNEM,PRADO,LLANOS,MUNITA,HUMERES
3198,PRIMERA,2021-09-30,AEGNEM,FUENTES,PRADO,MUNITA,FUENTES
3199,PRIMERA,2021-09-09,SILVA,BIEL,MU,MERA,FUENTES
3200,PRIMERA,2021-09-08,PRADO,SILVA,BIEL,MU,MERA
3202,PRIMERA,2021-09-07,FUENTES,PRADO,SILVA,MERA,MUNITA
3203,PRIMERA,2021-09-06,AEGNEM,FUENTES,PRADO,SILVA,MERA
3204,PRIMERA,2021-09-03,AEGNEM,FUENTES,PRADO,SILVA,HUMERES
3205,PRIMERA,2021-09-02,AEGNEM,FUENTES,PRADO,SILVA,MERA
3206,PRIMERA,2021-09-01,AEGNEM,FUENTES,PRADO,SILVA,MERA
3208,PRIMERA,2021-10-12,AEGNEM,FUENTES,PRADO,AREPETTO,ACOPPO
3209,PRIMERA,2021-10-13,AEGNEM,FUENTES,PRADO,MUNITA,HUMERES
3210,PRIMERA,2021-10-14,AEGNEM,PRADO,AREPETTO,BIEL,MUNITA
3212,PRIMERA,2021-10-15,AEGNEM,PRADO,AREPETTO,BIEL,MUNITA
3213,PRIMERA,2021-10-18,FUENTES,PRADO,AREPETTO,BIEL,MUNITA
3214,PRIMERA,2021-10-19,FUENTES,PRADO,AREPETTO,MUNITA,ALCALDE
3215,PRIMERA,2021-10-20,FUENTES,PRADO,AREPETTO,MUNITA,HUMERES
3216,PRIMERA,2021-10-21,FUENTES,PRADO,SILVA,AREPETTO,MUNITA
3217,PRIMERA,2021-10-22,SILVA,LLANOS,AQUEZADA,MUNITA,HUMERES
3218,PRIMERA,2021-10-25,PRADO,SILVA,AREPETTO,HUMERES,ACOPPO
3219,PRIMERA,2021-10-26,SILVA,AREPETTO,MATUS,MUNITA,FUENTES
3220,PRIMERA,2021-10-27,FUENTES,PRADO,SILVA,AREPETTO,FUENTES
3221,PRIMERA,2021-10-28,FUENTES,PRADO,SILVA,AREPETTO,ACOPPO
3223,PRIMERA,2021-10-29,FUENTES,PRADO,SILVA,AREPETTO,ACOPPO
3224,PRIMERA,2021-10-08,AEGNEM,PRADO,AREPETTO,HUMERES,FUENTES
3225,PRIMERA,2021-10-07,AEGNEM,PRADO,AREPETTO,BIEL,MUNITA
3226,PRIMERA,2021-10-06,AEGNEM,FUENTES,PRADO,AREPETTO,BIEL
3227,PRIMERA,2021-10-05,PRADO,AREPETTO,BIEL,MUNITA,FUENTES
3229,PRIMERA,2021-10-04,PRADO,AREPETTO,BIEL,HUMERES,FUENTES
3230,PRIMERA,2021-10-01,AEGNEM,FUENTES,PRADO,MUNITA,FUENTES
3232,PRIMERA,2021-11-10,AEGNEM,FUENTES,PRADO,, SILVA
3233,PRIMERA,2021-11-11,AEGNEM,FUENTES,PRADO,, SILVA
3234,PRIMERA,2021-11-12,AEGNEM,FUENTES,PRADO,A,HUMERES
3235,PRIMERA,2021-11-15,AEGNEM,SILVA,AREPETTO,, MU
3236,PRIMERA,2021-11-16,SILVA,AREPETTO,, MU,MUNITA
3237,PRIMERA,2021-11-17,SILVA,AREPETTO,, MU,HUMERES
3238,PRIMERA,2021-11-18,SILVA,AREPETTO,, MU,MUNITA
3239,PRIMERA,2021-11-19,SILVA,AREPETTO,, MU,MUNITA
3240,PRIMERA,2021-11-22,PRADO,AREPETTO,, MU,AGAJARDO
3241,PRIMERA,2021-11-23,SILVA,, MU,A,MUNITA
3243,PRIMERA,2021-11-24,MU,, PRADO,A,AREPETTO
3244,PRIMERA,2021-11-25,AEGNEM,, PRADO,SILVA,
3245,PRIMERA,2021-11-26,AEGNEM,, PRADO,SILVA,
3246,PRIMERA,2021-11-29,PRADO,, SILVA,AREPETTO,
3247,PRIMERA,2021-11-30,PRADO,, SILVA,AREPETTO,
3248,PRIMERA,2021-11-09,AEGNEM,FUENTES,PRADO,, SILVA
3250,PRIMERA,2021-11-05,AEGNEM,PRADO,SILVA,, MUNITA
3251,PRIMERA,2021-11-04,AEGNEM,FUENTES,PRADO,SILVA,AGAJARDO
3253,PRIMERA,2021-11-03,AEGNEM,FUENTES,PRADO,SILVA,AGAJARDO
3255,PRIMERA,2021-11-02,AEGNEM,FUENTES,PRADO,SILVA,AREPETTO
3257,PRIMERA,2021-11-02,PRADO,, SILVA,, MU
3258,PRIMERA,2021-12-13,PRADO,, SILVA,A,
3259,PRIMERA,2021-12-14,PRADO,, SILVA,A,
3260,PRIMERA,2021-12-15,PRADO,, SILVA,A,
3261,PRIMERA,2021-12-16,AREPETTO,, MU,, GOMEZ
3262,PRIMERA,2021-12-17,PRADO,A,, MU,
3263,PRIMERA,2021-12-20,PRADO,A,, MU,
3264,PRIMERA,2021-12-21,PRADO,SILVA,AREPETTO,, MU
3266,PRIMERA,2021-12-22,SILVA,AREPETTO,, MU,GOMEZ
3267,PRIMERA,2021-12-23,PRADO,SILVA,AREPETTO,, MU
3268,PRIMERA,2021-12-24,PRADO,SILVA,AREPETTO,, MU
3269,PRIMERA,2021-12-27,PRADO,SILVA,AREPETTO,, MU
3270,PRIMERA,2021-12-28,PRADO,SILVA,AREPETTO,, MU
3272,PRIMERA,2021-12-29,PRADO,SILVA,AREPETTO,HUMERES,FUENTES
3273,PRIMERA,2021-12-30,PRADO,SILVA,MU,GOMEZ,MUNITA
3274,PRIMERA,2022-01-31,SILVA,, SILVA,AREPETTO,MU
3275,PRIMERA,2022-01-31,PRADO,, SILVA,, MU
3276,PRIMERA,2022-01-31,PRADO,, SILVA,, CONTRERAS
3278,PRIMERA,2021-12-16,PRADO,, SILVA,, MU
3279,PRIMERA,2021-12-06,PRADO,, SILVA,, MU
3281,PRIMERA,2021-12-02,PRADO,, SILVA,, MU
3284,SEGUNDA,2020-01-17,KÜNSEM,BRITO,CISTERNAS,VALDERRAMA,ZEPEDA
3286,SEGUNDA,2021-05-25,BRITO,LLANOS,MU,ATAVOLARI,ABUAUAD
3288,SEGUNDA,2021-07-21,VALDERRAMA,PRADO,MERA,ATAVOLARI,ABUAUAD
3301,TERCERA,2020-01-20,MU,ASANDOVAL,GOMEZ,ZEPEDA,PALLAVICINI
3302,TERCERA,2020-02-14,MU,ASANDOVAL,AVIVANCO,LLANOS,BARRA
3303,TERCERA,2021-02-15,AVIVANCO,ARAVANALES,CARROZA,QUEZADA,QUINTANILLA
3304,TERCERA,2020-02-07,ASANDOVAL,AVIVANCO,LLANOS,LAGOS,BARRA
3306,TERCERA,2020-03-11,MU,A,AVIVANCO,LLANOS,QUINTANILLA
3307,TERCERA,2020-03-25,MU,ASANDOVAL,AVIVANCO,LLANOS,LAGOS
3308,TERCERA,2020-03-27,MU,ASANDOVAL,AVIVANCO,LLANOS,PIERRY
3309,TERCERA,2020-03-13,MU,A,AVIVANCO,LLANOS,LAGOS
3310,TERCERA,2020-03-09,MU,A,A,LLANOS,QUINTANILLA
3311,TERCERA,2020-03-06,MU,A,A,LLANOS,PALLAVICINI.
3312,TERCERA,2020-03-04,MU,A,A,LLANOS,PIERRY.
3313,TERCERA,2020-01-10,MU,ASANDOVAL,GÓMEZ,, 
3314,TERCERA,2020-04-14,MU,ASANDOVAL,AVIVANCO,PIERRY,PALAVICINI
3316,TERCERA,2020-04-16,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
3317,TERCERA,2020-04-15,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,LAGOS
3318,TERCERA,2020-04-13,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,LAGOS
3322,TERCERA,2020-04-29,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PIERRY
3323,TERCERA,2020-04-22,MU,ASANDOVAL,DAHM,AVIVANCO,LLANOS
3324,TERCERA,2020-01-14,MU,ASANDOVAL,GÓMEZ,, 
3328,TERCERA,2020-05-13,MU,ASANDOVAL,DAHM,AVIVANCO,LAGOS
3329,TERCERA,2020-05-15,MU,ASANDOVAL,AVIVANCO,LAGOS,PALLAVICINI
3330,TERCERA,2020-05-26,MU,ASANDOVAL,AVIVANCO,MUNITA,PIERRY
3332,TERCERA,2020-06-15,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
3333,TERCERA,2020-06-12,MU,ASANDOVAL,AVIVANCO,ABUAUAD,PIERRY
3334,TERCERA,2020-06-19,MU,ASANDOVAL,AVIVANCO,LAGOS,MUNITA
3335,TERCERA,2020-01-23,ASANDOVAL,AVIVANCO,MU,QUINTANILLA,PIERRY
3337,TERCERA,2020-06-26,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PALLAVICINI
3339,TERCERA,2020-06-18,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
3341,TERCERA,2020-07-14,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,ABUAUAD
3342,TERCERA,2020-07-10,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,LAGOS
3343,TERCERA,2020-07-23,MU,ASANDOVAL,AVIVANCO,LLANOS,ZEPEDA
3344,TERCERA,2020-07-21,MU,ASANDOVAL,LLANOS,QUINTANILLA,PIERRY
3346,TERCERA,2020-01-29,ASANDOVAL,AVIVANCO,MU,MUNITA,PIERRY
3347,TERCERA,2020-07-20,MU,ASANDOVAL,AREPETTO,QUINTANILLA,PALLAVICINI
3348,TERCERA,2020-07-29,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PALLAVICINI
3349,TERCERA,2020-08-14,MU,ASANDOVAL,AVIVANCO,ZEPEDA,PIERRY
3350,TERCERA,2020-08-17,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,MUNITA
3351,TERCERA,2020-08-27,ASANDOVAL,AVIVANCO,AREPETTO,QUINTANILLA,PALLAVICINI
3352,TERCERA,2020-08-28,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PIERRY
3353,TERCERA,2020-09-10,MU,AVIVANCO,AREPETTO,QUINTANILLA,ABUAUAD
3354,TERCERA,2020-09-24,MU,ASANDOVAL,AVIVANCO,LAGOS,PIERRY
3356,TERCERA,2020-09-16,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,PALLAVICINI
3357,TERCERA,2020-01-27,ASANDOVAL,AVIVANCO,ZEPEDA,LAGOS,PALLAVICINI
3358,TERCERA,2020-09-28,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
3359,TERCERA,2020-09-17,MU,ASANDOVAL,AREPETTO,QUINTANILLA,LAGOS
3360,TERCERA,2020-09-09,ASANDOVAL,PRADO,AVIVANCO,MUNITA,PALLAVICINI
3361,TERCERA,2020-10-21,AREPETTO,ARAVANALES,BIEL,QUINTANILLA,LAGOS
3362,TERCERA,2020-10-22,MU,ASANDOVAL,AVIVANCO,ARAVANALES,PIERRY
3363,TERCERA,2020-10-13,MU,ASANDOVAL,AVIVANCO,QUINTANILLA,APALLAVICINI
3364,TERCERA,2020-10-19,MU,ASANDOVAL,AVIVANCO,ARAVANALES,QUINTANILLA
3366,TERCERA,2020-10-27,MU,ASANDOVAL,AVIVANCO,ARAVANALES,QUINTANILLA
3367,TERCERA,2020-11-10,MU,AVIVANCO,ARAVANALES,BIEL,LAGOS
3369,TERCERA,2020-11-17,MU,ASANDOVAL,AVIVANCO,ARAVANALES,PIERRY
3370,TERCERA,2020-11-18,MU,ASANDOVAL,AVIVANCO,SILVA,QUINTANILLA
3371,TERCERA,2020-11-13,MU,ASANDOVAL,ARAVANALES,QUINTANILLA,PIERRY
3375,TERCERA,2020-11-20,MU,ASANDOVAL,AVIVANCO,PIERRY,PALLAVICINI
3376,TERCERA,2020-11-24,MU,ASANDOVAL,AVIVANCO,ARAVANALES,QUINTANILLA
3377,TERCERA,2020-12-15,MU,ASANDOVAL,AVIVANCO,ARAVANALES,QUINTANILLA
3378,TERCERA,2020-12-23,MU,AVIVANCO,SHERTZER,QUINTANILLA,PIERRY
3380,TERCERA,2021-01-13,ASANDOVAL,ARAVANALES,CARROZA,LAGOS,PALLAVICINI
3381,TERCERA,2021-01-15,MU,ASANDOVAL,ARAVANALES,CARROZA,QUINTANILLA
3382,TERCERA,2021-01-25,MU,ASANDOVAL,AVIVANCO,ARAVANALES,CARROZA
3383,TERCERA,2021-01-14,MU,ASANDOVAL,CARROZA,QUINTANILLA,PIERRY
3385,TERCERA,2021-01-26,MU,ASANDOVAL,AVIVANCO,CARROZA,PIERRY
3386,TERCERA,2021-01-28,MU,AVIVANCO,ARAVANALES,CARROZA,PIERRY
3388,TERCERA,2021-01-21,MU,ASANDOVAL,AVIVANCO,ARAVANALES,CARROZA
3389,TERCERA,2021-02-16,AVIVANCO,CARROZA,AQUEZADA,QUINTANILLA,PALLAVICINI
3391,TERCERA,2021-02-11,MU,AVIVANCO,ARAVANALES,CARROZA,QUINTANILLA
3392,TERCERA,2021-02-19,AVIVANCO,ARAVANALES,CARROZA,AQUEZADA,PIERRY
3393,TERCERA,2021-02-17,AVIVANCO,ARAVANALES,CARROZA,AQUEZADA,PIERRY
3394,TERCERA,2021-02-18,AVIVANCO,MERA,AQUEZADA,LAGOS,PIERRY
3396,TERCERA,2021-02-22,AVIVANCO,CARROZA,AQUEZADA,QUINTANILLA,PIERRY
3397,TERCERA,2021-02-23,AVIVANCO,ARAVANALES,CARROZA,AQUEZADA,QUINTANILLA
3400,TERCERA,2021-02-26,AVIVANCO,ARAVANALES,CARROZA,AQUEZADA,QUINTANILLA
3402,TERCERA,2021-02-08,MU,AVIVANCO,ARAVANALES,CARROZA,LAGOS
3405,TERCERA,2021-02-25,AVIVANCO,ARAVANALES,CARROZA,AQUEZADA,QUINTANILLA
3407,TERCERA,2021-02-04,MU,AVIVANCO,ARAVANALES,QUINTANILLA,LAGOS
3411,TERCERA,2021-03-11,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
3412,TERCERA,2021-03-10,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
3414,TERCERA,2021-03-12,MU,ARAVANALES,CARROZA,ALCALDE,ABENAVIDES
3416,TERCERA,2021-03-17,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
3417,TERCERA,2021-03-18,MU,AVIVANCO,CARROZA,AGAJARDO,ATAVOLARI
3418,TERCERA,2021-03-22,MU,DAHM,AVIVANCO,ARAVANALES,CARROZA
3421,TERCERA,2021-03-15,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
3423,TERCERA,2021-03-16,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
3425,TERCERA,2021-03-23,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
3426,TERCERA,2021-03-24,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
3429,TERCERA,2021-03-25,ARAVANALES,CARROZA,ALUSIC,ALCALDE,AGUILA
3431,TERCERA,2021-03-26,MU,AVIVANCO,CARROZA,HUMERES,ABUAUAD
3432,TERCERA,2021-03-19,AVIVANCO,RAVANALES,ALUSIC,ALCALDE,AGUILA
3435,TERCERA,2021-03-31,MU,AVIVANCO,ALUSIC,MUNITA,ALCALDE
3445,TERCERA,2021-03-29,MU,AVIVANCO,CARROZA,ALCALDE,AGUILA
3448,TERCERA,2021-03-05,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
3456,TERCERA,2021-03-09,MU,AVIVANCO,ARAVANALES,ALCALDE,ABENAVIDES
3457,TERCERA,2021-03-08,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
3462,TERCERA,2021-03-03,MU,AVIVANCO,ARAVANALES,CARROZA,MUNITA
3463,TERCERA,2021-04-12,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
3464,TERCERA,2021-04-13,MU,AVIVANCO,ARAVANALES,CARROZA,MUNITA
3465,TERCERA,2021-04-14,MU,AVIVANCO,ARAVANALES,ALCALDE,AETCHEBERRY
3469,TERCERA,2021-04-15,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
3473,TERCERA,2021-04-19,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
3474,TERCERA,2021-04-20,MU,AVIVANCO,CARROZA,ACOPPO,ABUAUAD
3480,TERCERA,2021-04-22,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
3481,TERCERA,2021-04-23,AVIVANCO,ARAVANALES,CARROZA,ALCALDE,ABENAVIDES
3482,TERCERA,2021-04-26,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
3490,TERCERA,2021-04-30,MU,ARAVANALES,CARROZA,ALCALDE,ABENAVIDES
3494,TERCERA,2021-04-16,MU,AVIVANCO,SILVA,AGAJARDO,ABENAVIDES
3497,TERCERA,2021-04-27,MU,AVIVANCO,SILVA,ARAVANALES,CARROZA
3498,TERCERA,2021-04-28,SILVA,AREPETTO,ARAVANALES,MUNITA,ALCALDE
3500,TERCERA,2021-04-29,MU,ARAVANALES,CARROZA,ATAVOLARI,FUENTES
3506,TERCERA,2021-04-09,MU,AVIVANCO,CARROZA,ATAVOLARI,ABENAVIDES
3512,TERCERA,2021-04-08,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
3519,TERCERA,2021-05-11,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
3520,TERCERA,2021-05-12,MU,AVIVANCO,ARAVANALES,CARROZA,HUMERES
3521,TERCERA,2021-05-14,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
3522,TERCERA,2021-05-10,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
3527,TERCERA,2021-05-17,MU,AVIVANCO,ARAVANALES,CARROZA,MUNITA
3531,TERCERA,2021-05-18,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
3532,TERCERA,2021-05-19,MU,AVIVANCO,ARAVANALES,AGAJARDO,ATAVOLARI
3535,TERCERA,2021-05-13,MU,AVIVANCO,ARAVANALES,CARROZA,ATAVOLARI
3543,TERCERA,2021-05-26,ARAVANALES,MU,GOMEZ,ALCALDE,AGUILA
3553,TERCERA,2021-05-24,MU,ARAVANALES,CARROZA,ALCALDE,AGUILA
3557,TERCERA,2021-05-31,MU,AVIVANCO,CARROZA,ALCALDE,AGUILA
3566,TERCERA,2021-05-07,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
3570,TERCERA,2021-05-20,MU,CARROZA,BIEL,MUNITA,AGAJARDO
3572,TERCERA,2021-05-27,MU,ARAVANALES,CARROZA,MUNITA,ABENAVIDES
3573,TERCERA,2021-05-28,MU,CARROZA,MU,HUMERES,ABENAVIDES
3584,TERCERA,2021-05-06,MU,AVIVANCO,CARROZA,ALCALDE,ATAVOLARI
3585,TERCERA,2021-05-05,MU,AVIVANCO,ARAVANALES,AGUILA,ABENAVIDES
3586,TERCERA,2021-05-04,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
3594,TERCERA,2021-06-10,MU,AVIVANCO,BIEL,MUNITA,ABENAVIDES
3596,TERCERA,2021-06-11,ARAVANALES,CARROZA,ALETELIER,AGAJARDO,ABENAVIDES
3598,TERCERA,2021-06-14,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
3604,TERCERA,2021-06-15,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
3605,TERCERA,2021-06-16,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
3613,TERCERA,2021-06-22,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
3614,TERCERA,2021-06-17,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
3615,TERCERA,2021-06-18,AVIVANCO,ARAVANALES,ALETELIER,AGUILA,ABENAVIDES
3622,TERCERA,2021-06-23,MU,ARAVANALES,CARROZA,MUNITA,ATAVOLARI
3623,TERCERA,2021-06-25,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
3635,TERCERA,2021-06-24,MU,AVIVANCO,CARROZA,MUNITA,ALCALDE
3636,TERCERA,2021-06-30,MU,AVIVANCO,ARAVANALES,ALCALDE,ABENAVIDES
3647,TERCERA,2021-06-08,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
3648,TERCERA,2021-06-07,MU,AVIVANCO,CARROZA,ALCALDE,AGUILA
3660,TERCERA,2021-06-04,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
3665,TERCERA,2021-06-29,AVIVANCO,CARROZA,MU,ALCALDE,AGUILA
3671,TERCERA,2021-06-03,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
3672,TERCERA,2021-07-12,MU,AVIVANCO,CARROZA,MUNITA,AGAJARDO
3673,TERCERA,2021-07-13,AVIVANCO,CARROZA,MU,MUNITA,AGUILA
3675,TERCERA,2021-07-15,MU,SILVA,CARROZA,ALCALDE,ABENAVIDES
3676,TERCERA,2021-07-14,MU,CARROZA,SILVA,AGAJARDO,ALCALDE
3679,TERCERA,2021-07-19,MU,AVIVANCO,CARROZA,MUNITA,AGAJARDO
3685,TERCERA,2021-07-23,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
3686,TERCERA,2021-07-22,MU,AVIVANCO,ARAVANALES,AGUILA,ABENAVIDES
3690,TERCERA,2021-07-26,MU,AVIVANCO,ARAVANALES,CARROZA,ACOPPO
3697,TERCERA,2021-07-29,MU,AVIVANCO,ARAVANALES,CARROZA,ATAVOLARI
3699,TERCERA,2021-07-27,MU,AVIVANCO,ARAVANALES,MUNITA,AGAJARDO
3700,TERCERA,2021-07-28,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
3701,TERCERA,2021-07-30,MU,AVIVANCO,ARAVANALES,CARROZA,HUMERES
3707,TERCERA,2021-07-08,MU,AVIVANCO,CARROZA,ALCALDE,ABUAUAD
3710,TERCERA,2021-07-09,MU,AVIVANCO,CARROZA,ALETELIER,ALCALDE
3726,TERCERA,2021-07-06,AVIVANCO,CARROZA,MU,AGAJARDO,ALCALDE
3727,TERCERA,2021-07-02,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
3728,TERCERA,2021-08-11,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
3730,TERCERA,2021-08-12,MU,ARAVANALES,CARROZA,ALCALDE,AGUILA
3731,TERCERA,2021-08-10,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
3732,TERCERA,2021-08-13,MU,ARAVANALES,CARROZA,ALCALDE,ABENAVIDES
3736,TERCERA,2021-08-16,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
3740,TERCERA,2021-08-17,MU,AVIVANCO,ARAVANALES,AGUILA,ABUAUAD
3748,TERCERA,2021-08-18,MU,VALDERRAMA,AVIVANCO,ARAVANALES,ALCALDE
3749,TERCERA,2021-08-23,MU,AVIVANCO,ARAVANALES,, CARROZA
3751,TERCERA,2021-08-20,MU,AVIVANCO,CARROZA,AGUILA,ABENAVIDES
3756,TERCERA,2021-08-25,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
3761,TERCERA,2021-08-24,MU,AVIVANCO,ARAVANALES,, CARROZA
3765,TERCERA,2021-08-26,MU,AVIVANCO,CARROZA,ALCALDE,ABENAVIDES
3772,TERCERA,2021-08-30,MU,AVIVANCO,ARAVANALES,CARROZA,MUNITA
3787,TERCERA,2021-08-27,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
3788,TERCERA,2021-08-31,MU,AVIVANCO,ARAVANALES,MUNITA,AGUILA
3791,TERCERA,2021-08-06,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
3793,TERCERA,2021-08-19,MU,AVIVANCO,ARAVANALES,AGAJARDO,ABUAUAD
3797,TERCERA,2021-08-05,MU,AVIVANCO,SILVA,CARROZA,MERA
3812,TERCERA,2021-08-09,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
3821,TERCERA,2021-08-02,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
3822,TERCERA,2021-09-13,MU,SILVA,ARAVANALES,CARROZA,CONTRERAS
3824,TERCERA,2021-09-15,MU,ARAVANALES,CARROZA,ACOPPO,AGUILA
3826,TERCERA,2021-09-16,MU,ARAVANALES,CARROZA,ALCALDE,ABENAVIDES
3828,TERCERA,2021-09-14,ARAVANALES,CARROZA,MU,ALCALDE,AGUILA
3829,TERCERA,2021-09-20,MU,AVIVANCO,ARAVANALES,AQUEZADA,ABENAVIDES
3833,TERCERA,2021-09-10,MU,ARAVANALES,CARROZA,MUNITA,FUENTES
3836,TERCERA,2021-09-21,AVIVANCO,VAZQUEZ,CONTRERAS,ALCALDE,AGUILA
3840,TERCERA,2021-09-22,AVIVANCO,ARAVANALES,AQUEZADA,AGAJARDO,ABENAVIDES
3845,TERCERA,2021-09-24,MU,AVIVANCO,ARAVANALES,AQUEZADA,MUNITA
3855,TERCERA,2021-09-23,MU,AVIVANCO,ARAVANALES,AQUEZADA,AGUILA
3856,TERCERA,2021-09-27,MU,AVIVANCO,ARAVANALES,AGUILA,ABENAVIDES
3862,TERCERA,2021-09-29,MU,AVIVANCO,BIEL,ACOPPO,AGUILA
3868,TERCERA,2021-09-28,MU,AVIVANCO,AQUEZADA,AGUILA,ABENAVIDES
3869,TERCERA,2021-09-30,MU,ARAVANALES,AQUEZADA,ACOPPO,AGUILA
3882,TERCERA,2021-09-09,MU,ARAVANALES,CONTRERAS,MUNITA,ACOPPO
3889,TERCERA,2021-09-08,MU,ARAVANALES,CARROZA,AGUILA,ABENAVIDES
3903,TERCERA,2021-09-07,MU,AVIVANCO,ARAVANALES,ALCALDE,AGUILA
3912,TERCERA,2021-09-02,AVIVANCO,ARAVANALES,CARROZA,ALETELIER,AGUILA
3920,TERCERA,2021-10-13,MU,AVIVANCO,ARAVANALES,BIEL,AQUEZADA
3922,TERCERA,2021-10-15,MU,ALETELIER,AQUEZADA,AGAJARDO,ABENAVIDES
3925,TERCERA,2021-10-19,MU,AVIVANCO,ARAVANALES,BIEL,AQUEZADA
3926,TERCERA,2021-10-14,MU,AVIVANCO,AQUEZADA,AGAJARDO,RUZ
3927,TERCERA,2021-10-18,MU,AVIVANCO,ARAVANALES,AQUEZADA,AGUILA
3928,TERCERA,2021-10-20,MU,AVIVANCO,ARAVANALES,MATUS,AQUEZADA
3935,TERCERA,2021-10-22,AVIVANCO,ARAVANALES,MATUS,ALCALDE,RUZ
3939,TERCERA,2021-10-21,AVIVANCO,ARAVANALES,MATUS,ABUAUAD,AETCHEBERRY
3944,TERCERA,2021-10-25,MU,AVIVANCO,MATUS,MUNITA,ATAVOLARI
3949,TERCERA,2021-10-26,MU,AVIVANCO,ARAVANALES,RUZ,ABUAUAD
