,Fecha,Sala,Presidente,Ministros,Integrantes,Causa
744,[' a veintiocho de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoras MAGGI, EGNEM y LA'], []]","[[], [' SEÑORA ETCHEBERRY.']]",['subroga']
745,[' a doce de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑora MAGGI, señor FUENTES'], ['']]","[[], [' SEÑOR MUNITA.']]",[]
746,[' a trece de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, seÑor FUENTES y'], []]","[[], [' SEÑOR PEÑAILILLO.']]",['permiso']
747,[' a veintiséis de junio de dos mil dieciocho'],P RA,[' SEÑOR SILVA.'],"[[' SEÑORA EGNEM, sEÑor FUENTES y LOS'], []]","[[' SEÑORES PEÑAILILLO y MUNITA.'], []]",['permiso']
748,[' a veintiséis de junio de dos mil dieciocho'],P RA,[' SEÑOR SILVA.'],"[[' SEÑORA EGNEM, sEÑor FUENTES y LOS'], []]","[[' SEÑORES PEÑAILILLO y MUNITA.'], []]",['permiso']
749,[' a veintiocho de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoras MAGGI, EGNEM y LA'], []]","[[], [' SEÑORA ETCHEBERRY.']]",['subroga']
750,[' a catorce de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR ABUAUAD.']]",['comisión']
751,[' a dieciocho de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y LA'], []]","[[], [' SEÑORA ETCHEBERRY.']]",['comisión']
752,[' a veinte de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑoras MAGGI, EGNEM y seÑor'], []]","[[], []]",[]
753,[' a veintiuno de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoras MAGGI, EGNEM y SEÑoR'], []]","[[], []]",[]
754,[' a veintisiete de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, seÑor FUENTES y EL'], []]","[[], [' SEÑOR PEÑAILILLO.']]",['permiso']
755,[' a veintiocho de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoras MAGGI, EGNEM y LA'], []]","[[], [' SEÑORA ETCHEBERRY.']]",['subroga']
756,[' a once de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORAS MAGGI, EGNEM, seÑor FUENTES y'], []]","[[], [' SEÑOR PEÑAILILLO.']]",['comisión']
757,[' a trece de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, seÑor FUENTES y'], []]","[[], [' SEÑOR PEÑAILILLO.']]",['permiso']
758,[' a trece de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, seÑor FUENTES y'], []]","[[], [' SEÑOR PEÑAILILLO.']]",['permiso']
759,[' a diecinueve de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑora MAGGI, seÑor FUENTES'], []]","[[], [' SEÑORA ETCHEBERRY.']]",['permiso']
760,[' a veinte de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑoras MAGGI, EGNEM y seÑor'], []]","[[], []]",[]
761,[' a veintisiete de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, seÑor FUENTES y EL'], []]","[[], [' SEÑOR PEÑAILILLO.']]",['permiso']
762,[' a veintisiete de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, seÑor FUENTES y EL'], []]","[[], [' SEÑOR PEÑAILILLO.']]",['permiso']
763,[' a siete del junio de dos mil dieciocho'],| PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑorA MAGGI, seÑor FUENTES'], ['']]","[[], [' SEÑOR ABUAUAD.']]",[]
764,[' a siete del junio de dos mil dieciocho'],| PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑorA MAGGI, seÑor FUENTES'], ['']]","[[], [' SEÑOR ABUAUAD.']]",[]
765,[' a doce de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑora MAGGI, señor FUENTES'], ['']]","[[], [' SEÑOR MUNITA.']]",[]
766,[' a doce de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑora MAGGI, señor FUENTES'], ['']]","[[], [' SEÑOR MUNITA.']]",[]
767,[' a catorce de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR ABUAUAD.']]",['comisión']
768,[' a diecinueve de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑora MAGGI, seÑor FUENTES'], []]","[[], [' SEÑORA ETCHEBERRY.']]",['permiso']
769,[' a veinte de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑoras MAGGI, EGNEM y seÑor'], []]","[[], []]",[]
770,[' a veintiuno de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoras MAGGI, EGNEM y SEÑoR'], []]","[[], []]",[]
771,[' a veinticinco de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y seÑor'], []]","[[], []]",[]
772,[' a veintiocho de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoras MAGGI, EGNEM y LA'], []]","[[], [' SEÑORA ETCHEBERRY.']]",['subroga']
773,[' a seis de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑorRA EGNEM, seÑor FUENTES'], ['']]","[[], [' SEÑOR PIERRY.']]",['licencia']
774,[' a seis de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑorRA EGNEM, seÑor FUENTES'], ['']]","[[], [' SEÑOR PIERRY.']]",['licencia']
775,[' a once de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORAS MAGGI, EGNEM, seÑor FUENTES y'], []]","[[], [' SEÑOR PEÑAILILLO.']]",['comisión']
776,[' a doce de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑora MAGGI, señor FUENTES'], ['']]","[[], [' SEÑOR MUNITA.']]",[]
777,[' a trece de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, seÑor FUENTES y'], []]","[[], [' SEÑOR PEÑAILILLO.']]",['permiso']
778,[' a catorce de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR ABUAUAD.']]",['comisión']
779,[' a dieciocho de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y LA'], []]","[[], [' SEÑORA ETCHEBERRY.']]",['comisión']
780,[' a veinte de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑoras MAGGI, EGNEM y seÑor'], []]","[[], []]",[]
781,[' a veintiuno de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoras MAGGI, EGNEM y SEÑoR'], []]","[[], []]",[]
782,[' a veintiuno de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoras MAGGI, EGNEM y SEÑoR'], []]","[[], []]",[]
783,[' a veintiséis de junio de dos mil dieciocho'],P RA,[' SEÑOR SILVA.'],"[[' SEÑORA EGNEM, sEÑor FUENTES y LOS'], []]","[[' SEÑORES PEÑAILILLO y MUNITA.'], []]",['permiso']
784,[' a veintiocho de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoras MAGGI, EGNEM y LA'], []]","[[], [' SEÑORA ETCHEBERRY.']]",['subroga']
785,[' a siete del junio de dos mil dieciocho'],| PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑorA MAGGI, seÑor FUENTES'], ['']]","[[], [' SEÑOR ABUAUAD.']]",[]
786,[' a cinco de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑora EGNEM, señor FUENTES'], []]","[[], [' SEÑORA ETCHEBERRY.']]",['licencia']
787,[' a once de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORAS MAGGI, EGNEM, seÑor FUENTES y'], []]","[[], [' SEÑOR PEÑAILILLO.']]",['comisión']
788,[' a doce de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑora MAGGI, señor FUENTES'], ['']]","[[], [' SEÑOR MUNITA.']]",[]
789,[' a trece de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, seÑor FUENTES y'], []]","[[], [' SEÑOR PEÑAILILLO.']]",['permiso']
790,[' a catorce de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR ABUAUAD.']]",['comisión']
791,[' a veinte de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑoras MAGGI, EGNEM y seÑor'], []]","[[], []]",[]
792,[' a veintiuno de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoras MAGGI, EGNEM y SEÑoR'], []]","[[], []]",[]
793,[' a veintisiete de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, seÑor FUENTES y EL'], []]","[[], [' SEÑOR PEÑAILILLO.']]",['permiso']
794,[' a veintiocho de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoras MAGGI, EGNEM y LA'], []]","[[], [' SEÑORA ETCHEBERRY.']]",['subroga']
795,[' a cuatro de junio de dós mil dieciocho'],_ _ PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑora EGNEM, seÑor FUENTES'], ['']]","[[], [' SEÑOR MUNITA.']]",['permiso']
796,[' a once de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORAS MAGGI, EGNEM, seÑor FUENTES y'], []]","[[], [' SEÑOR PEÑAILILLO.']]",['comisión']
797,[' a doce de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑora MAGGI, señor FUENTES'], ['']]","[[], [' SEÑOR MUNITA.']]",[]
798,[' a diecinueve de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑora MAGGI, seÑor FUENTES'], []]","[[], [' SEÑORA ETCHEBERRY.']]",['permiso']
799,[' a veinte de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑoras MAGGI, EGNEM y seÑor'], []]","[[], []]",[]
800,[' a veintiuno de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoras MAGGI, EGNEM y SEÑoR'], []]","[[], []]",[]
801,[' a veintiocho de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoras MAGGI, EGNEM y LA'], []]","[[], [' SEÑORA ETCHEBERRY.']]",['subroga']
802,[' a veintiocho de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoras MAGGI, EGNEM y LA'], []]","[[], [' SEÑORA ETCHEBERRY.']]",['subroga']
803,[' a seis de junio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑorRA EGNEM, seÑor FUENTES'], ['']]","[[], [' SEÑOR PIERRY.']]",['licencia']
804,[' a diez de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑORAS MAGGI, EGNEM y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y DE LA MAZA.'], []]","['comisión', 'subroga']"
805,[' a diez de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑORAS MAGGI, EGNEM y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y DE LA MAZA.'], []]","['comisión', 'subroga']"
806,[' a diez de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑORAS MAGGI, EGNEM y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y DE LA MAZA.'], []]","['comisión', 'subroga']"
807,[' a once de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y SEÑoR'], []]","[[], []]",[]
808,[' a diez de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑORAS MAGGI, EGNEM y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y DE LA MAZA.'], []]","['comisión', 'subroga']"
809,[' a doce de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR ABUAUAD.']]",['subroga']
810,[' a doce de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR ABUAUAD.']]",['subroga']
811,[' a diez de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑORAS MAGGI, EGNEM y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y DE LA MAZA.'], []]","['comisión', 'subroga']"
812,[' a doce de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR ABUAUAD.']]",['subroga']
813,[' a once de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y SEÑoR'], []]","[[], []]",[]
814,[' a doce de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR ABUAUAD.']]",['subroga']
815,[' a diecisiete de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR BARRA.']]",['subroga']
816,[' a diez de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑORAS MAGGI, EGNEM y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y DE LA MAZA.'], []]","['comisión', 'subroga']"
817,[' a diecinueve de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR PENAILILLO.']]",['subroga']
818,[' a diecinueve de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR PENAILILLO.']]",['subroga']
819,[' a diez de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑORAS MAGGI, EGNEM y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y DE LA MAZA.'], []]","['comisión', 'subroga']"
820,[' a doce de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR ABUAUAD.']]",['subroga']
821,[' a doce de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR ABUAUAD.']]",['subroga']
822,[' a diecinueve de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR PENAILILLO.']]",['subroga']
823,[' a veintitrés de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA EGNEM, seÑor FUENTES y Los ABOGADOS'], []]","[[' SEÑORES ABUABUAD y BARRA.'], []]",['permiso']
824,[' a diez de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑORAS MAGGI, EGNEM y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y DE LA MAZA.'], []]","['comisión', 'subroga']"
825,[' a once de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y SEÑoR'], []]","[[], []]",[]
826,[' a doce de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR ABUAUAD.']]",['subroga']
827,[' a diecinueve de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR PENAILILLO.']]",['subroga']
828,[' a veintitrés de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA EGNEM, seÑor FUENTES y Los ABOGADOS'], []]","[[' SEÑORES ABUABUAD y BARRA.'], []]",['permiso']
829,[' a veinticuatro de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, señoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR MUNITA.']]",['subroga']
830,[' a diez de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑORAS MAGGI, EGNEM y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y DE LA MAZA.'], []]","['comisión', 'subroga']"
831,[' a diez de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑORAS MAGGI, EGNEM y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y DE LA MAZA.'], []]","['comisión', 'subroga']"
832,[' a diecinueve de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR PENAILILLO.']]",['subroga']
833,[' a veintitrés de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA EGNEM, seÑor FUENTES y Los ABOGADOS'], []]","[[' SEÑORES ABUABUAD y BARRA.'], []]",['permiso']
834,[' a veinticinco de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR MUNITA.']]",['subroga']
835,[' a veinticinco de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR MUNITA.']]",['subroga']
836,[' a diez de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑORAS MAGGI, EGNEM y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y DE LA MAZA.'], []]","['comisión', 'subroga']"
837,[' a once de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y SEÑoR'], []]","[[], []]",[]
838,[' a diecinueve de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR PENAILILLO.']]",['subroga']
839,[' a diecinueve de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR PENAILILLO.']]",['subroga']
840,[' a veinticuatro de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, señoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR MUNITA.']]",['subroga']
841,[' a veinticinco de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR MUNITA.']]",['subroga']
842,[' a veinticinco de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR MUNITA.']]",['subroga']
843,[' a veintiséis de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑOR SILVA, seÑora MAGGI y Los ABOGADOS'], []]","[[' SEÑORES PALLAVICINI y DE LA MAZA.'], []]","['permiso', 'subroga']"
844,[' a diez de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑORAS MAGGI, EGNEM y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y DE LA MAZA.'], []]","['comisión', 'subroga']"
845,[' a doce de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR ABUAUAD.']]",['subroga']
846,[' a veintiséis de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑOR SILVA, seÑora MAGGI y Los ABOGADOS'], []]","[[' SEÑORES PALLAVICINI y DE LA MAZA.'], []]","['permiso', 'subroga']"
847,[' a once de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y SEÑoR'], []]","[[], []]",[]
848,[' a diecisiete de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR BARRA.']]",['subroga']
849,[' a veinticinco de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR MUNITA.']]",['subroga']
850,[' a veintiséis de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑOR SILVA, seÑora MAGGI y Los ABOGADOS'], []]","[[' SEÑORES PALLAVICINI y DE LA MAZA.'], []]","['permiso', 'subroga']"
851,[' a treinta de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORAS MAGGI, EGNEM y Los ABOGADOS'], []]","[[' SEÑORES MUNITA y BARRA.'], []]","['feriado', 'subroga']"
852,[' a diez de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑORAS MAGGI, EGNEM y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y DE LA MAZA.'], []]","['comisión', 'subroga']"
853,[' a diecinueve de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR PENAILILLO.']]",['subroga']
854,[' a veinticuatro de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, señoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR MUNITA.']]",['subroga']
855,[' a veintiséis de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑOR SILVA, seÑora MAGGI y Los ABOGADOS'], []]","[[' SEÑORES PALLAVICINI y DE LA MAZA.'], []]","['permiso', 'subroga']"
856,[' a treinta y uno de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORAS MAGGI, EGNEM y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y PALLAVICINI.'], []]","['feriado', 'subroga']"
857,[' a treinta y uno de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORAS MAGGI, EGNEM y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y PALLAVICINI.'], []]","['feriado', 'subroga']"
858,[' a treinta y uno de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORAS MAGGI, EGNEM y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y PALLAVICINI.'], []]","['feriado', 'subroga']"
859,[' a once de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y SEÑoR'], []]","[[], []]",[]
860,[' a doce de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR ABUAUAD.']]",['subroga']
861,[' a diecinueve de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR PENAILILLO.']]",['subroga']
862,[' a veinticuatro de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, señoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR MUNITA.']]",['subroga']
863,[' a veinticinco de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, seEÑoras MAGGI, EGNEM y EL'], []]","[[], [' SEÑOR MUNITA.']]",['subroga']
864,[' a veintiséis de julio de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑOR SILVA, seÑora MAGGI y Los ABOGADOS'], []]","[[' SEÑORES PALLAVICINI y DE LA MAZA.'], []]","['permiso', 'subroga']"
